dataset_name,target_name,target_name_hlsp,from where?,comments
leim2dmgq,SZ69,SZ-69,tech team spreadsheet,Failed GS acq: repeat scheduled under HOPR 92005. Data may still be useful otherwise after recalibration/in-depth DQ check -JIRA issue: ULLYSES-1345
leim2dmiq,SZ69,SZ-69,tech team spreadsheet,Failed GS acq: repeat scheduled under HOPR 92005. Data may still be useful otherwise after recalibration/in-depth DQ check -JIRA issue: ULLYSES-1345
leim2dmkq,SZ69,SZ-69,tech team spreadsheet,Failed GS acq: repeat scheduled under HOPR 92005. Data may still be useful otherwise after recalibration/in-depth DQ check -JIRA issue: ULLYSES-1345
leim3cjpq,SZ72,SZ-72,tech team spreadsheet,Late GS ACQ alert for 3C; TA appear successful. One G160M/1623 exposure (leim3cjpq) from 3C failed; 63% of planned total exptime with this setting. Total G160M SNR is sufficient. G130M is faint. Observations appear OK but further checks and/or manual recal may be necessary - JIRA issue: ULLYSES - 1299
oeim4s020,SZ76,SZ-76,tech team spreadsheet,Failed GS acq: repeat scheduled under HOPR 92006.
oeim4s030,SZ76,SZ-76,tech team spreadsheet,Failed GS acq: repeat scheduled under HOPR 92006.
leim4cdaq,SZ76,SZ-76,tech team spreadsheet,Failed GS acq: repeat scheduled under HOPR 92006.
leim4cddq,SZ76,SZ-76,tech team spreadsheet,Failed GS acq: repeat scheduled under HOPR 92006.
leim4cdqq,SZ76,SZ-76,tech team spreadsheet,Failed GS acq: repeat scheduled under HOPR 92006.
leim4ce6q,SZ76,SZ-76,tech team spreadsheet,Failed GS acq: repeat scheduled under HOPR 92006.
leim4dedq,SZ76,SZ-76,tech team spreadsheet,Failed GS acq: repeat scheduled under HOPR 92006.
leim4defq,SZ76,SZ-76,tech team spreadsheet,Failed GS acq: repeat scheduled under HOPR 92006.
leim4dehq,SZ76,SZ-76,tech team spreadsheet,Failed GS acq: repeat scheduled under HOPR 92006.
leim4dejq,SZ76,SZ-76,tech team spreadsheet,Failed GS acq: repeat scheduled under HOPR 92006.
leimdcdtq,SZ76,SZ-76,tech team spreadsheet,ACQ failed for DC (shutter closed). Both G160M/1589 exposures failed (shutter closed). Both G130M exposures executed and may show faint signal but calibration check required-JIRA issue: ULLYSES-1359
leimdcdvq,SZ76,SZ-76,tech team spreadsheet,ACQ failed for DC (shutter closed). Both G160M/1589 exposures failed (shutter closed). Both G130M exposures executed and may show faint signal but calibration check required-JIRA issue: ULLYSES-1359
o8o602010,T-TAU-1,T-TAU-1,commented low_mass_stars_archive_CJK_JRD_STIS,
o8o602020,T-TAU-1,T-TAU-1,commented low_mass_stars_archive_CJK_JRD_STIS,
o8o603010,T-TAU-2,T-TAU-2,commented low_mass_stars_archive_CJK_JRD_STIS,
o8o603020,T-TAU-2,T-TAU-2,commented low_mass_stars_archive_CJK_JRD_STIS,
lb6b29010,TWA-2,TWA-2,commented low_mass_stars_archive_CJK_JRD_COS,
lb6b29020,TWA-2,TWA-2,commented low_mass_stars_archive_CJK_JRD_COS,
lb6b29030,TWA-2,TWA-2,commented low_mass_stars_archive_CJK_JRD_COS,
lb6b29040,TWA-2,TWA-2,commented low_mass_stars_archive_CJK_JRD_COS,
lb6b29050,TWA-2,TWA-2,commented low_mass_stars_archive_CJK_JRD_COS,
ob6bc9d9q,TWA-2,TWA-2,stis tts tickets,Failed ACQ
ob6bc9010,TWA-2,TWA-2,stis tts tickets,Failed ACQ
lb4p01010,1207334-393254-KF,TWA-27,commented low_mass_stars_archive_CJK_JRD_COS,
lepd1gq9q,V-BP-TAU,V-BP-TAU,tech team spreadsheet,"Failed TA, no data: repeat scheduled as visit AG under HOPR 92407"
lepd1gqbq,V-BP-TAU,V-BP-TAU,tech team spreadsheet,"Failed TA, no data: repeat scheduled as visit AG under HOPR 92407"
lepd1gqdq,V-BP-TAU,V-BP-TAU,tech team spreadsheet,"Failed TA, no data: repeat scheduled as visit AG under HOPR 92407"
lepd1gqfq,V-BP-TAU,V-BP-TAU,tech team spreadsheet,"Failed TA, no data: repeat scheduled as visit AG under HOPR 92407"
lepd1gqhq,V-BP-TAU,V-BP-TAU,tech team spreadsheet,"Failed TA, no data: repeat scheduled as visit AG under HOPR 92407"
lepd1gqjq,V-BP-TAU,V-BP-TAU,tech team spreadsheet,"Failed TA, no data: repeat scheduled as visit AG under HOPR 92407"
ob2l03010,V-CW-TAU,V-CW-TAU,commented low_mass_stars_archive_CJK_JRD_STIS,
ob2la3010,V-CW-TAU,V-CW-TAU,commented low_mass_stars_archive_CJK_JRD_STIS,
ob2lb3010,V-CW-TAU,V-CW-TAU,commented low_mass_stars_archive_CJK_JRD_STIS,
o59z01020,V-CW-TAU,V-CW-TAU,stis tts tickets,slitless aperture
o59z01030,V-CW-TAU,V-CW-TAU,stis tts tickets,slitless aperture
o59z06020,V-CW-TAU,V-CW-TAU,stis tts tickets,slitless aperture
o59z06030,V-CW-TAU,V-CW-TAU,stis tts tickets,slitless aperture
o5cf02010,DR-TAU,V-DR-TAU,commented low_mass_stars_archive_CJK_JRD_STIS,
o5cf02020,DR-TAU,V-DR-TAU,commented low_mass_stars_archive_CJK_JRD_STIS,
o5cf02030,DR-TAU,V-DR-TAU,commented low_mass_stars_archive_CJK_JRD_STIS,
o5cf02040,DR-TAU,V-DR-TAU,commented low_mass_stars_archive_CJK_JRD_STIS,
o63l04010,DR-TAU,V-DR-TAU,commented low_mass_stars_archive_CJK_JRD_STIS,
o63l04020,DR-TAU,V-DR-TAU,commented low_mass_stars_archive_CJK_JRD_STIS,
lb6b10010,V-FM-TAU,V-FM-TAU,commented low_mass_stars_archive_CJK_JRD_COS,bad data
lb6b10020,V-FM-TAU,V-FM-TAU,commented low_mass_stars_archive_CJK_JRD_COS,bad data
lb6b10030,V-FM-TAU,V-FM-TAU,commented low_mass_stars_archive_CJK_JRD_COS,bad data
lb6b10040,V-FM-TAU,V-FM-TAU,commented low_mass_stars_archive_CJK_JRD_COS,bad data
lb6b10050,V-FM-TAU,V-FM-TAU,commented low_mass_stars_archive_CJK_JRD_COS,bad data
lek7akqrq,V-GM-AUR,V-GM-AUR,tech team spreadsheet,"Repeat of failed (due to safing) 1K under HOPR 9999. Failed ACQ, shutter closed for observations, no data."
lek7akqtq,V-GM-AUR,V-GM-AUR,tech team spreadsheet,"Repeat of failed (due to safing) 1K under HOPR 9999. Failed ACQ, shutter closed for observations, no data."
lek7akqwq,V-GM-AUR,V-GM-AUR,tech team spreadsheet,"Repeat of failed (due to safing) 1K under HOPR 9999. Failed ACQ, shutter closed for observations, no data."
lek7akr1q,V-GM-AUR,V-GM-AUR,tech team spreadsheet,"Repeat of failed (due to safing) 1K under HOPR 9999. Failed ACQ, shutter closed for observations, no data."
lek7akr7s,V-GM-AUR,V-GM-AUR,tech team spreadsheet,"Repeat of failed (due to safing) 1K under HOPR 9999. Failed ACQ, shutter closed for observations, no data."
lek7akreq,V-GM-AUR,V-GM-AUR,tech team spreadsheet,"Repeat of failed (due to safing) 1K under HOPR 9999. Failed ACQ, shutter closed for observations, no data."
lepg1nnxq,V-GM-AUR,V-GM-AUR,tech team spreadsheet,"TA Failed, No data"
lepg1nnzq,V-GM-AUR,V-GM-AUR,tech team spreadsheet,"TA Failed, No data"
lepg1no1q,V-GM-AUR,V-GM-AUR,tech team spreadsheet,"TA Failed, No data"
lepg1no3q,V-GM-AUR,V-GM-AUR,tech team spreadsheet,"TA Failed, No data"
lepg1no5q,V-GM-AUR,V-GM-AUR,tech team spreadsheet,"TA Failed, No data"
lepg1no7q,V-GM-AUR,V-GM-AUR,tech team spreadsheet,"TA Failed, No data"
lbgj02050,V-RU-LUPI,V-RU-LUP,commented low_mass_stars_archive_CJK_JRD_COS,bad data
lbgj02060,V-RU-LUPI,V-RU-LUP,commented low_mass_stars_archive_CJK_JRD_COS,bad data
lbgj02070,V-RU-LUPI,V-RU-LUP,commented low_mass_stars_archive_CJK_JRD_COS,bad data
lbgj02080,V-RU-LUPI,V-RU-LUP,commented low_mass_stars_archive_CJK_JRD_COS,bad data
lbgj02090,V-RU-LUPI,V-RU-LUP,commented low_mass_stars_archive_CJK_JRD_COS,bad data
lbgj020a0,V-RU-LUPI,V-RU-LUP,commented low_mass_stars_archive_CJK_JRD_COS,bad data
lbgj020b0,V-RU-LUPI,V-RU-LUP,commented low_mass_stars_archive_CJK_JRD_COS,bad data
lbgj02toq,V-RU-LUPI,V-RU-LUP,commented low_mass_stars_archive_CJK_JRD_COS,bad data
lbgj02tpq,V-RU-LUPI,V-RU-LUP,commented low_mass_stars_archive_CJK_JRD_COS,bad data
leit1do5q,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed ACQ, shutter open for observation but data bad. Visit to be repeated under HOPR 92062"
leit1do7q,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed ACQ, shutter open for observation but data bad. Visit to be repeated under HOPR 92062"
leit1do9q,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed ACQ, shutter open for observation but data bad. Visit to be repeated under HOPR 92062"
leit1dobq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed ACQ, shutter open for observation but data bad. Visit to be repeated under HOPR 92062"
leit1dodq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed ACQ, shutter open for observation but data bad. Visit to be repeated under HOPR 92062"
leit1dofq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed ACQ, shutter open for observation but data bad. Visit to be repeated under HOPR 92062"
leit1lpoq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed ACQ, shutter closed for observations, no data."
leit1lpqq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed ACQ, shutter closed for observations, no data."
leit1lpsq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed ACQ, shutter closed for observations, no data."
leit1lpuq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed ACQ, shutter closed for observations, no data."
leit1lpwq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed ACQ, shutter closed for observations, no data."
leit1lpyq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed ACQ, shutter closed for observations, no data."
leitadf5q,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Repeat of 1D under HOPR 92062. Failed ACQ, shutter closed for observations, no data."
leitadf7q,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Repeat of 1D under HOPR 92062. Failed ACQ, shutter closed for observations, no data."
leitadf9q,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Repeat of 1D under HOPR 92062. Failed ACQ, shutter closed for observations, no data."
leitadfbq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Repeat of 1D under HOPR 92062. Failed ACQ, shutter closed for observations, no data."
leitadfdq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Repeat of 1D under HOPR 92062. Failed ACQ, shutter closed for observations, no data."
leitadffq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Repeat of 1D under HOPR 92062. Failed ACQ, shutter closed for observations, no data."
leph1drzq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed TA, target off-centered, bad data - repeated under HOPR 92307"
leph1ds2q,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed TA, target off-centered, bad data - repeated under HOPR 92307"
leph1ds4q,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed TA, target off-centered, bad data - repeated under HOPR 92307"
leph1ds6q,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed TA, target off-centered, bad data - repeated under HOPR 92307"
leph1ds8q,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed TA, target off-centered, bad data - repeated under HOPR 92307"
leph1dsaq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed TA, target off-centered, bad data - repeated under HOPR 92307"
leph1exeq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed TA, shutter closed for observations, no data - repeated under HOPR 92307"
leph1exgq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed TA, shutter closed for observations, no data - repeated under HOPR 92307"
leph1exiq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed TA, shutter closed for observations, no data - repeated under HOPR 92307"
leph1exkq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed TA, shutter closed for observations, no data - repeated under HOPR 92307"
leph1exmq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed TA, shutter closed for observations, no data - repeated under HOPR 92307"
leph1exoq,V-RU-LUP,V-RU-LUP,tech team spreadsheet,"Failed TA, shutter closed for observations, no data - repeated under HOPR 92307"
ockf01060,V-RY-TAU,V-RY-TAU,stis tts tickets,no signal
leqj2clzq,V-SY-CHA,V-SY-CHA,tech team spreadsheet,Bad reacq - no repeat necessary
leqj2cm1q,V-SY-CHA,V-SY-CHA,tech team spreadsheet,Bad reacq - no repeat necessary
o6dq01010,TW-HYA,V-TW-HYA,commented low_mass_stars_archive_CJK_JRD_STIS,
o6dq01020,TW-HYA,V-TW-HYA,commented low_mass_stars_archive_CJK_JRD_STIS,
le9d1kdbq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Failed TA. G230L displaced by 11 pix in cross-dispersion and 29.5 A in wavelength. Total radial offset ~1.85"", target well outside aperture. Failed visit"
le9d1kddq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Failed TA. G230L displaced by 11 pix in cross-dispersion and 29.5 A in wavelength. Total radial offset ~1.85"", target well outside aperture. Failed visit"
le9d1kdfq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Failed TA. G230L displaced by 11 pix in cross-dispersion and 29.5 A in wavelength. Total radial offset ~1.85"", target well outside aperture. Failed visit"
le9d1kdhq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Failed TA. G230L displaced by 11 pix in cross-dispersion and 29.5 A in wavelength. Total radial offset ~1.85"", target well outside aperture. Failed visit"
le9d1kdjq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Failed TA. G230L displaced by 11 pix in cross-dispersion and 29.5 A in wavelength. Total radial offset ~1.85"", target well outside aperture. Failed visit"
le9d1kdmq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Failed TA. G230L displaced by 11 pix in cross-dispersion and 29.5 A in wavelength. Total radial offset ~1.85"", target well outside aperture. Failed visit"
lepc1dc4q,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Bad TA, shutter open, bad data, repeat under HOPR-92200"
lepc1dc6q,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Bad TA, shutter open, bad data, repeat under HOPR-92200"
lepc1dc8q,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Bad TA, shutter open, bad data, repeat under HOPR-92200"
lepc1dcaq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Bad TA, shutter open, bad data, repeat under HOPR-92200"
lepc1dccq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Bad TA, shutter open, bad data, repeat under HOPR-92200"
lepc1dceq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Bad TA, shutter open, bad data, repeat under HOPR-92200"
lepc1gntq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Bad TA, shutter closed, no data, repeat under HOPR-92200"
lepc1gnvq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Bad TA, shutter closed, no data, repeat under HOPR-92200"
lepc1gnxq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Bad TA, shutter closed, no data, repeat under HOPR-92200"
lepc1gnzq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Bad TA, shutter closed, no data, repeat under HOPR-92200"
lepc1go1q,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Bad TA, shutter closed, no data, repeat under HOPR-92200"
lepc1go3q,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Bad TA, shutter closed, no data, repeat under HOPR-92200"
lepc1hprq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Bad TA, shutter open, bad data, repeat under HOPR-92200"
lepc1hptq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Bad TA, shutter open, bad data, repeat under HOPR-92200"
lepc1hpwq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Bad TA, shutter open, bad data, repeat under HOPR-92200"
lepc1hpyq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Bad TA, shutter open, bad data, repeat under HOPR-92200"
lepc1hq0q,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Bad TA, shutter open, bad data, repeat under HOPR-92200"
lepc1hq2q,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Bad TA, shutter open, bad data, repeat under HOPR-92200"
lepcadd4q,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Repeat of 1D under HOPR-92200, bad TA, shutter open, bad data"
lepcadd6q,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Repeat of 1D under HOPR-92200, bad TA, shutter open, bad data"
lepcadd8q,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Repeat of 1D under HOPR-92200, bad TA, shutter open, bad data"
lepcaddaq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Repeat of 1D under HOPR-92200, bad TA, shutter open, bad data"
lepcaddcq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Repeat of 1D under HOPR-92200, bad TA, shutter open, bad data"
lepcaddeq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Repeat of 1D under HOPR-92200, bad TA, shutter open, bad data"
lepcahk9q,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Repeat of 1D under HOPR-92200, bad TA, shutter closed, no data"
lepcahkbq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Repeat of 1D under HOPR-92200, bad TA, shutter closed, no data"
lepcahkdq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Repeat of 1D under HOPR-92200, bad TA, shutter closed, no data"
lepcahkfq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Repeat of 1D under HOPR-92200, bad TA, shutter closed, no data"
lepcahklq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Repeat of 1D under HOPR-92200, bad TA, shutter closed, no data"
lepcahknq,V-TW-HYA,V-TW-HYA,tech team spreadsheet,"Repeat of 1D under HOPR-92200, bad TA, shutter closed, no data"
ob6b34010,V-UX-TAU-A,V-UX-TAU-A,stis tts tickets,
ob6b20010,V-V2129-OPH,V-V2129-OPH,stis tts tickets,not a complete set with FUV
ob6b20l3q,V-V2129-OPH,V-V2129-OPH,stis tts tickets,not a complete set with FUV
o5e309030,V-V819-TAU,V-V819-TAU,stis tts tickets,not a complete set with FUV
o8ns04010,V-V827-TAU,V-V827-TAU,stis tts tickets,guidestar failure
lepm2doxq,V-WZ-CHA,V-WZ-CHA,tech team spreadsheet,"Alert (unspecified issue) for 2D, TA OK, G130M/1291/FP-POS 4 (lepm2doxq) shuttered but other G130M exposure (lepm2dp5q) looks OK. Investigation requested via JIRA issue: ULLYSES-1431. 83% of total requested exptime with G130M achieves 72% of expected SNR"
oc2h01010,V-XY-PER,V-XY-PER,stis tts tickets,not a complete set with FUV
le9i4cchq,V510-ORI,V510-ORI,tech team spreadsheet,Failed ACQ
le9i4ccnq,V510-ORI,V510-ORI,tech team spreadsheet,Failed ACQ
le9i4ccpq,V510-ORI,V510-ORI,tech team spreadsheet,Failed ACQ
le9i4dqiq,V510-ORI,V510-ORI,tech team spreadsheet,Failed ACQ
le9i4dqvq,V510-ORI,V510-ORI,tech team spreadsheet,Failed ACQ
le9i4dr1q,V510-ORI,V510-ORI,tech team spreadsheet,Failed ACQ
ody203010,VFTS180,VFTS-180,in ARCHIVAL_DATA_HIGH_MASS/DR5/ULLYSES_AR_EXTRA_DATA/ and not in all_vetted_data_dr5,
ody211010,VFTS244,VFTS-244,in ARCHIVAL_DATA_HIGH_MASS/DR2/ULLYSES_AR_DATA/ and not in all_vetted_data_dr2,
ody213010,VFTS586,VFTS-586,in ARCHIVAL_DATA_HIGH_MASS/DR2/ULLYSES_AR_DATA/ and not in all_vetted_data_dr2,
ody217010,VFTS96,VFTS-96,in ARCHIVAL_DATA_HIGH_MASS/DR3/ULLYSES_AR_EXTRA_DATA/ and not in all_vetted_data_dr3,
ob6bd9010,SZ-102,SZ-102,stis tts tickets,Failed ACQ
oec501020,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec501040,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec502020,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec502040,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec503020,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec503040,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec504020,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec505020,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec506020,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec509040,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec54b020,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec55b020,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec56b020,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec508050,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec509050,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec507030,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec506010,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec56b010,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec509030,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec55b010,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec505010,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec54b010,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec504010,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec501010,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec501030,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec502010,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec502030,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec503010,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec503030,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec509020,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec507010,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
oec509010,V-AA-TAU,V-AA-TAU,check for missing data from archive,From a monitoring campaign that uses different settings
o57z04010,HD-31293,HD-31293,check for missing data from archive,Herbig Ae Star
o57z04ymq,HD-31293,HD-31293,check for missing data from archive,Herbig Ae Star
o57z04ynq,HD-31293,HD-31293,check for missing data from archive,Herbig Ae Star
o62n05010,HD152404,V-AK-SCO,check for missing data from archive,Only G230M at this epoch
oee568010,CE-ANT,V-CE-ANT,check for missing data from archive,Only E230H at this epoch
o62n01010,DE-TAU,V-DE-TAU,check for missing data from archive,only G230M in this program/MJD
o59z03020,DF-TAU,V-DF-TAU,check for missing data from archive,only G750L in this program/MJD
o59z03030,DF-TAU,V-DF-TAU,check for missing data from archive,only G750L in this program/MJD
o59z08020,DF-TAU,V-DF-TAU,check for missing data from archive,only G750L in this program/MJD
ocd844010,HD283654,V-DF-TAU,check for missing data from archive,Only E230H at this epcoh
o6md02030,DG-TAU-B,V-DG-TAU,check for missing data from archive,only G750M in this program
o6md02040,DG-TAU-B,V-DG-TAU,check for missing data from archive,only G750M in this program
o6md02010,DG-TAU-B,V-DG-TAU,check for missing data from archive,only G750M in this program
o6bt01030,HD-104237,HD-104237,check for missing data from archive,only FUV coverage. Already have all data at different epoch for this star
o6bt04010,HD-104237,HD-104237,check for missing data from archive,only FUV coverage. Already have all data at different epoch for this star
o6bt03030,HD-104237,HD-104237,check for missing data from archive,only FUV coverage. Already have all data at different epoch for this star
ld7i06020,HD139614,HD-139614,check for missing data from archive,only G160M at this epoch
ld7i06010,HD139614,HD-139614,check for missing data from archive,only G160M at this epoch
ob4590010,HD141569,HD-141569,check for missing data from archive,only E230H at epoch
o57z03010,HD-163296,HD-163296,check for missing data from archive,only G140M at epoch
o5fo02010,HD-163296,HD-163296,check for missing data from archive,only G750L in this program/MJD
o5fo02fnq,HD-163296,HD-163296,check for missing data from archive,only G750L in this program/MJD
o5fo22b4q,HD163296,HD-163296,check for missing data from archive,only G750L in this program/MJD
o5fo22010,HD163296,HD-163296,check for missing data from archive,only G750L in this program/MJD
o59z05020,HN-TAU,V-HN-TAU,check for missing data from archive,only G750L in this program/MJD
o59z05030,HN-TAU,V-HN-TAU,check for missing data from archive,only G750L in this program/MJD
o59z10020,HN-TAU,V-HN-TAU,check for missing data from archive,only G750L in this program/MJD
o59z10030,HN-TAU,V-HN-TAU,check for missing data from archive,only G750L in this program/MJD
ob2l05010,V-HN-TAU,V-HN-TAU,check for missing data from archive,only E230M at this epoch
ob2l05020,V-HN-TAU,V-HN-TAU,check for missing data from archive,only E230M at this epoch
ob2l05030,V-HN-TAU,V-HN-TAU,check for missing data from archive,only E230M at this epoch
o62n04010,HD142560,V-RU-LUP,check for missing data from archive,
ocd860010,HD240764,V-RW-AUR,check for missing data from archive,only E230H at epoch
o62n03010,HD240764,V-RW-AUR,check for missing data from archive,only G230M in this program/MJD
ob2l01010,V-RW-AUR,V-RW-AUR,check for missing data from archive,only E230M at this epoch
ob2l01020,V-RW-AUR,V-RW-AUR,check for missing data from archive,only E230M at this epoch
ob2l01030,V-RW-AUR,V-RW-AUR,check for missing data from archive,only E230M at this epoch
ob2l02010,V-RW-AUR,V-RW-AUR,check for missing data from archive,only E230M at this epoch
ob2l02020,V-RW-AUR,V-RW-AUR,check for missing data from archive,only E230M at this epoch
ob2l02030,V-RW-AUR,V-RW-AUR,check for missing data from archive,only E230M at this epoch
ob2l01040,V-RW-AUR,V-RW-AUR,check for missing data from archive,only E230M at this epoch
ob2l01050,V-RW-AUR,V-RW-AUR,check for missing data from archive,only E230M at this epoch
ob2l02040,V-RW-AUR,V-RW-AUR,check for missing data from archive,only E230M at this epoch
o62n07010,HD283571,V-RY-TAU,check for missing data from archive,only G230M in this program/MJD
ocwf01010,V-RY-TAU,V-RY-TAU,check for missing data from archive,only E230M at this epoch
ocwf01020,V-RY-TAU,V-RY-TAU,check for missing data from archive,only E230M at this epoch
ocwf01030,V-RY-TAU,V-RY-TAU,check for missing data from archive,only E230M at this epoch
ldgx9u010,V-T-CRA,V-T-CRA,check for missing data from archive,He/Be
ldgx9u020,V-T-CRA,V-T-CRA,check for missing data from archive,He/Be
ldgxd9010,V-T-CRA,V-T-CRA,check for missing data from archive,He/Be
ldgxd9020,V-T-CRA,V-T-CRA,check for missing data from archive,He/Be
ldgxt8010,V-T-CRA,V-T-CRA,check for missing data from archive,He/Be
ldgxz8010,V-T-CRA,V-T-CRA,check for missing data from archive,He/Be
odgxc9010,V-T-CRA,V-T-CRA,check for missing data from archive,He/Be
