#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-05-13T14:56:35 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ627e6ea9187225	
#INFO	-out.max=unlimited	
#INFO	queryParameters=50	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-sort=_r
#-nav=cat:I/353&tab:{I/353/gsc242}&key:source=I/353&HTTPPRM:&
#-c=161.151 -49.7763
#-c.eq=J2000
#-c.r=  19
#-c.u=arcmin
#-c.geom=r
#-source=I/353/gsc242
#-order=I
#-out.orig=standard
#-out=GSC2
#-out=RA_ICRS
#-out=DE_ICRS
#-out=objID
#-out=Epoch
#-out=Class
#Class==0
#-out=Gmag
#-out=OMag
#-out=Bjmag
#-out=Fpgmag
#-out=Epgmag
#-out=Npgmag
#-out=Umag
#-out=Bmag
#-out=Vmag
#-out=umag
#umag=<15
#-out=gmag
#-out=rmag
#-out=imag
#-out=zmag
#-out=ymag
#-out=Jmag
#-out=Hmag
#-out=Ksmag
#-out=Zmag
#-out=Ymag
#-out=W1mag
#-out=W2mag
#-out=W3mag
#-out=W4mag
#-out=FUVmag
#-out=NUVmag
#-out=a
#-out=e
#-out=PA
#
#INFO	-c=161.151000-49.776300,rm=19.	
#Constraint -bmark=POST

#RESOURCE=yCat_1353
#Name: I/353
#Title: The Guide Star Catalog, Version 2.4.2 (GSC2.4.2) (STScI, 2020)
#Coosys	H:	ICRS
#Table	I_353_gsc242:
#Name: I/353/gsc242
#Title: records of GSC 2.4.2
#Column	_r	(F7.4)	Distance from center (161.15100000000-49.77630000000)[ICRS], at Epoch of catalog (Epoch)	[ucd=pos.angDistance]
#Column	GSC2	(a10)	GSC2 Public ID (hstID)	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F15.11)	Right Ascension (ICRS) at Ep=Epoch (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Declination (ICRS) at Ep=Epoch (dec)	[ucd=pos.eq.dec;meta.main]
#Column	objID	(I15)	Database ID	[ucd=meta.id;meta.dataset]
#Column	Epoch	(F9.3)	Epoch of coordinate	[ucd=time.epoch]
#Column	Class	(I1)	[0/4]? Object classification code (classification) (1) [NULL integer written as an empty string]	[ucd=meta.code.class]
#Column	Gmag	(F9.6)	? Gaia G band magnitude (gaiaGmag)	[ucd=phot.mag;em.opt]
#Column	OMag	(F9.6)	? Photographic O band magnitude (OpgMag)	[ucd=phot.mag;em.opt.B]
#Column	Bjmag	(F9.6)	? Photographic Blue magnitude (JpgMag)	[ucd=phot.mag;em.opt.B]
#Column	Fpgmag	(F9.6)	? Photographic Red magnitude (FpgMag)	[ucd=phot.mag;em.opt.R]
#Column	Epgmag	(F9.6)	? Photographic E band magnitude (EpgMag)	[ucd=phot.mag;em.opt.R]
#Column	Npgmag	(F9.6)	? Photographic Near-IR magnitude (NpgMag)	[ucd=phot.mag;em.opt.I]
#Column	Umag	(F9.6)	? U band magnitude	[ucd=phot.mag;em.opt.U]
#Column	Bmag	(F9.6)	? B band magnitude	[ucd=phot.mag;em.opt.B]
#Column	Vmag	(F9.6)	? V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	umag	(F6.3)	? SDSS u band magnitude (SDSSuMag)	[ucd=phot.mag;em.opt.U]
#Column	gmag	(F7.3)	? SDSS g band magnitude (SDSSgMag)	[ucd=phot.mag;em.opt.B]
#Column	rmag	(F6.3)	? SDSS r band magnitude (SDSSrMag)	[ucd=phot.mag;em.opt.R]
#Column	imag	(F6.3)	? SDSS i band magnitude (SDSSiMag)	[ucd=phot.mag;em.opt.I]
#Column	zmag	(F6.3)	? SDSS z band magnitude (SDSSzMag)	[ucd=phot.mag;em.opt.I]
#Column	ymag	(F7.4)	? PanSTARRS y band magnitude (PS1yMag)	[ucd=phot.mag;em.opt.V]
#Column	Jmag	(F7.3)	? 2MASS J band magnitude (tmassJmag)	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F7.3)	? 2MASS H band magnitude (tmassHmag)	[ucd=phot.mag;em.IR.H]
#Column	Ksmag	(F7.3)	? 2MASS Ks band magnitude (tmassKsmag)	[ucd=phot.mag;em.IR.K]
#Column	Zmag	(F6.3)	? VISTA Z band magnitude (VistaZMag)	[ucd=phot.mag;em.opt.I]
#Column	Ymag	(F7.3)	? VISTA Y band magnitude (VistaYmag)	[ucd=phot.mag;em.IR.J]
#Column	W1mag	(F6.3)	? WISE W1 (3.4um) band magnitude (WISEw1Mag)	[ucd=phot.mag;em.IR.3-4um]
#Column	W2mag	(F6.3)	? WISE W2 (4.6um) band magnitude (WISEw2Mag)	[ucd=phot.mag;em.IR.4-8um]
#Column	W3mag	(F6.3)	? WISE W3 (12um) band magnitude (WISEw3Mag)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	W4mag	(F6.3)	? WISE W4 (22um) band magnitude (WISEw4Mag)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	FUVmag	(F6.3)	? GALEX FUV band magnitude	[ucd=phot.mag;em.UV]
#Column	NUVmag	(F6.3)	? GALEX NUV band magnitude	[ucd=phot.mag;em.UV]
#Column	a	(F9.3)	? SemiMajor diameter of object (gsc2semiMajorAxis)	[ucd=phys.angSize]
#Column	e	(F6.3)	? Eccentricity of object (gsc2eccentricity)	[ucd=src.orbital.eccentricity]
#Column	PA	(F5.1)	? Position Angle (North thru East) (gsc2positionAngle)	[ucd=pos.posAng;instr.det]
_r;GSC2;RA_ICRS;DE_ICRS;objID;Epoch;Class;Gmag;OMag;Bjmag;Fpgmag;Epgmag;Npgmag;Umag;Bmag;Vmag;umag;gmag;rmag;imag;zmag;ymag;Jmag;Hmag;Ksmag;Zmag;Ymag;W1mag;W2mag;W3mag;W4mag;FUVmag;NUVmag;a;e;PA
14.6225;S5K2001394;160.97391450114;-49.56122240340;   213002021394; 2015.500;0;12.868134;         ;13.402300;12.353700;         ;11.924100;         ;13.689000;12.935000;14.798; 13.288;12.723;12.702;12.735;       ; 11.723; 11.418; 11.384;      ;       ;11.318;11.382;11.717; 8.928;      ;      ;    6.790; 0.101; 53.1
14.6629;S5K3000423;161.22526915545;-50.01595208338;    21300203423; 2015.500;0;11.765183;         ;         ;         ;         ;         ;         ;12.523000;11.874000;13.433; 12.176;11.722;11.702;11.672;       ; 11.549; 10.427; 10.955;      ;       ;10.312;10.354;10.212; 9.061;      ;      ;         ;      ;
15.2234;S5K3000299;161.47904753321;-49.91639888166;    21300203299; 2015.500;0;12.990801;         ;13.827500;12.866200;         ;12.508900;         ;13.642000;13.089000;14.697; 13.363;12.970;12.938;12.928;       ; 12.096; 11.795; 11.777;      ;       ;11.692;11.714;11.602; 8.945;      ;      ;    5.795; 0.074; 34.6
15.4966;S5K2001362;161.00817020167;-49.53514166427;   213002021362; 2015.500;0;12.450027;         ;13.121100;12.288800;         ;11.912000;         ;13.127000;12.563000;14.001; 12.809;12.422;12.420;12.370;       ; 11.412; 11.221; 11.139;      ;       ;11.089;11.111;11.108; 8.816;      ;      ;    6.840; 0.089; 44.6
15.5632;S5K3000192;161.55184833299;-49.79358306970;    21300203192; 2015.500;0;12.724659;         ;13.562300;12.554900;         ;12.161100;         ;13.453000;12.857000;14.332; 13.137;12.698;12.611;12.619;       ; 11.877; 11.452; 11.424;      ;       ;11.289;11.320;11.011; 9.266;      ;      ;    6.849; 0.162; 12.8
15.6273;S5OX001508;160.80429600567;-49.64374169170;   213031011508; 2015.500;0;18.025240;         ;         ;         ;         ;         ;         ;13.193000;12.495000;14.238; 12.813;12.311;12.282;12.172;       ; 11.458; 10.908; 10.849;      ;       ;10.757;10.799;10.702; 8.677;      ;      ;         ;      ;
16.0272;S5K2001346;161.04913010696;-49.51745205731;   213002021346; 2015.500;0;13.018181;         ;13.748100;12.796200;         ;12.578000;         ;13.559000;13.097000;14.591; 13.284;13.012;13.065;13.024;       ; 12.109; 11.934; 11.871;      ;       ;11.829;11.867;11.684; 8.843;      ;      ;    6.518; 0.162; 25.4
16.0844;S5OX001535;160.74194237663;-49.73136199571;   213031011535; 2015.500;0;12.470647;         ;13.217900;12.321500;         ;11.908900;         ;13.157000;12.581000;14.229; 12.857;12.424;12.489;12.377;       ; 11.591; 11.195; 11.108;      ;       ;11.080;11.102;11.158; 9.184;      ;      ;    6.934; 0.112;175.1
16.5417;S5K2001327;161.19983058184;-49.50242428318;   213002021327; 2015.500;0;12.821877;         ;         ;         ;         ;         ;         ;13.197000;12.860000;14.203; 12.973;12.840;12.910;12.958;       ; 12.112; 12.016; 11.933;      ;       ;11.912;11.918;12.399; 8.943;      ;      ;         ;      ;
16.9327;S5K3000315;161.51836039370;-49.92973781209;    21300203315; 2015.500;0;11.659870;         ;12.585300;11.203200;         ;10.497900;         ;12.983000;11.924000;14.481; 12.440;11.588;11.333;11.243;       ; 11.684;  9.575; 11.016;      ;       ; 9.368; 9.447; 9.351; 8.730;      ;      ;    8.661; 0.121; 17.1
17.1345;S5K3000365;161.48278902859;-49.96557410580;    21300203365; 2015.500;0;12.121167;         ;12.660700;11.894400;         ;11.502200;         ;12.726000;12.207000;13.571; 12.450;12.099;12.087;12.124;       ; 11.502; 11.035; 10.991;      ;       ;10.904;10.938;10.851; 8.992;      ;      ;    7.647; 0.177; 25.0
17.2295;S5K3000434;160.92000448210;-50.02190408755;    21300203434; 2015.500;0;11.480615;         ;         ;         ;         ;         ;         ;13.204000;11.918000;14.862; 12.565;11.453;11.140;10.807;       ;  9.454;  8.821;  8.648;      ;       ; 8.522; 8.605; 8.494; 8.285;      ;      ;         ;      ;
17.4413;S5OX001515;160.73414484184;-49.66734283322;   213031011515; 2015.500;0;11.408829;         ;13.867700;11.272500;         ;10.461000;         ;12.949000;11.744000;14.626; 12.335;11.344;11.154;10.885;       ; 11.198;  9.077; 10.247;      ;       ; 8.834; 8.927; 8.855; 8.403;      ;      ;    8.497; 0.115; 46.0
17.4924;S5OX001551;160.70630732924;-49.82744619067;   213031011551; 2015.500;0;12.886961;         ;13.198100;12.406900;         ;12.066600;         ;13.643000;13.008000;14.558; 13.308;12.833;12.872;12.758;       ; 11.820; 11.508; 11.445;      ;       ;11.401;11.409;11.267; 8.663;      ;      ;    7.072; 0.146; 50.6
17.5893;S5K3000211;161.60215185345;-49.80975193743;    21300203211; 2015.500;0; 9.967313;         ;         ;         ;         ;         ;         ;11.619000;10.314000;13.550; 10.941; 9.951; 9.572; 9.441;       ; 12.753;  7.567; 13.526;      ;       ; 7.192; 7.422; 7.319; 7.288;      ;      ;         ;      ;
17.7333;S5K3000428;161.41268323778;-50.01907433284;    21300203428; 2015.500;0;11.956572;         ;         ;         ;         ;         ;         ;12.324000;11.982000;13.639; 12.119;11.958;12.066;12.087;       ; 11.601; 11.139; 11.131;      ;       ;11.037;11.075;11.167; 9.175;      ;      ;         ;      ;
17.7876;S5K3000310;161.54694970963;-49.92700616550;    21300203310; 2015.500;0;12.653846;         ;         ;         ;         ;         ;         ;13.250000;12.730000;14.415; 12.973;12.617;12.616;12.652;       ; 11.986; 11.620; 11.613;      ;       ;11.514;11.512;11.632; 8.916;      ;      ;         ;      ;
17.8309;S5K3000411;161.44061762820;-50.00761205250;    21300203411; 2015.500;0;11.215287;         ;         ;         ;         ;         ;         ;11.983000;11.320000;12.918; 11.637;11.161;11.124;11.148;       ; 11.507;  9.897; 10.860;      ;       ; 9.787; 9.852; 9.814; 8.563;      ;      ;         ;      ;
17.9205;S5OX001518;160.71397576272;-49.67934451654;   213031011518; 2015.500;0;12.521369;         ;         ;         ;         ;         ;         ;12.716000;12.501000;13.841; 12.541;12.578;12.851;12.839;       ; 12.085; 12.042; 11.986;      ;       ;12.004;12.047;11.990; 9.107;      ;      ;         ;      ;
17.9733;S5K3000494;161.13063829463;-50.07556742259;    21300203494; 2015.500;0;11.885015;         ;         ;         ;         ;         ;         ;12.781000;12.013000;13.908; 12.374;11.811;11.807;11.748;       ; 11.656; 10.440; 10.860;      ;       ;10.325;10.377;10.380; 9.142;      ;      ;         ;      ;
17.9976;S5K3000373;161.50148275070;-49.97367918588;    21300203373; 2015.500;0;11.948203;         ;         ;         ;         ;         ;         ;12.656000;12.058000;13.408; 12.340;11.929;11.865;11.875;       ; 11.612; 10.730; 10.632;      ;       ;10.499;10.510;10.627; 8.718;      ;      ;         ;      ;
18.0994;S5OX001503;160.74223542470;-49.63101148590;   213031011503; 2015.500;0;11.483018;         ;         ;         ;         ;         ;         ;12.003000;11.550000;12.883; 11.747;11.478;11.571;11.551;       ; 11.260; 10.457; 10.590;      ;       ;10.393;10.421;10.289; 8.509;      ;      ;         ;      ;
18.4849;S5OX001479;160.82832982547;-49.54982177593;   213031011479; 2015.500;0;13.159701;         ;13.972900;12.938400;         ;12.560500;         ;13.859000;13.269000;14.773; 13.518;13.134;13.146;13.075;       ; 12.079; 11.866; 11.801;      ;       ;11.772;11.808;11.735; 9.245;      ;      ;    6.204; 0.091;  0.8
18.6617;S5K3000178;161.63258870495;-49.77274170533;    21300203178; 2015.500;0;10.518347;         ;         ;         ;         ;         ;         ;12.001000;10.829000;13.735; 11.410;10.452;10.162;10.069;       ;  8.816;  8.286;  8.118;      ;       ; 8.062; 8.152; 8.049; 7.907;      ;      ;         ;      ;
18.8805;S5K3000222;161.63135784436;-49.83016944526;    21300203222; 2015.500;0;12.354153;         ;13.314400;12.158500;         ;11.744500;         ;13.272000;12.513000;14.217; 12.873;12.302;12.162;12.169;       ; 11.728; 10.762; 11.129;      ;       ;10.662;10.709;10.838; 9.181;      ;      ;    6.939; 0.075; 28.4

