dataset_name,target_name_hlsp,qual_comm
oe9sgs010,PGMW-1363,[oe9sgs010] Removed DQ=2048 from lowest echelle order
oeuf2s010,PGMW-3070,[oeuf2s010] Removed DQ=2048 from lowest echelle order
oeuf2s020,PGMW-3070,[oeuf2s020] Removed DQ=2048 from lowest echelle order
oeuf2s030,PGMW-3070,[oeuf2s030] Removed DQ=2048 from lowest echelle order
o5ez01010,PGMW-3120,[o5ez01010] Removed DQ=2048 from lowest echelle order
o5ez01020,PGMW-3120,[o5ez01020] Removed DQ=2048 from lowest echelle order
o5ez01030,PGMW-3120,[o5ez01030] Removed DQ=2048 from lowest echelle order
oemu5s010,SK-179,[oemu5s010] Removed DQ=2048 from lowest echelle order
oe4x01010,SK-183,[oe4x01010] Removed DQ=2048 from lowest echelle order
oetn3s010,SK-187,[oetn3s010] Removed DQ=2048 from lowest echelle order
oetn3s020,SK-187,[oetn3s020] Removed DQ=2048 from lowest echelle order
oe4x16010,SK-188,[oe4x16010] Removed DQ=2048 from lowest echelle order
ockp16030,SK-190,[ockp16030] Removed DQ=2048 from lowest echelle order
o6df03030,SK-191,[o6df03030] Removed DQ=2048 from lowest echelle order
oeuc2s010,SK-65D2,[oeuc2s010] Removed DQ=2048 from lowest echelle order
oeuc2s020,SK-65D2,[oeuc2s020] Removed DQ=2048 from lowest echelle order
oeuc2s030,SK-65D2,[oeuc2s030] Removed DQ=2048 from lowest echelle order
o6lz10010,SK-65D22,[o6lz10010] Removed DQ=2048 from lowest echelle order
obi401010,SK-65D47,[obi401010] Removed DQ=2048 from lowest echelle order
oejg2s010,SK-65D55,[oejg2s010] Removed DQ=2048 from lowest echelle order
oejg2s020,SK-65D55,[oejg2s020] Removed DQ=2048 from lowest echelle order
oeui1s010,SK-66D100,[oeui1s010] Removed DQ=2048 from lowest echelle order
oeui1s020,SK-66D100,[oeui1s020] Removed DQ=2048 from lowest echelle order
of1q1s010,SK-66D152,[of1q1s010] Removed DQ=2048 from lowest echelle order
of1q1s020,SK-66D152,[of1q1s020] Removed DQ=2048 from lowest echelle order
oejf1s010,SK-66D171,[oejf1s010] Removed DQ=2048 from lowest echelle order
oejf1s020,SK-66D171,[oejf1s020] Removed DQ=2048 from lowest echelle order
oda970010,SK-66D172,[oda970010] Removed DQ=2048 from lowest echelle order
oda970020,SK-66D172,[oda970020] Removed DQ=2048 from lowest echelle order
oeuf3s010,SK-66D18,[oeuf3s010] Removed DQ=2048 from lowest echelle order
oeuf3s020,SK-66D18,[oeuf3s020] Removed DQ=2048 from lowest echelle order
oda905020,SK-66D35,[oda905020] Removed DQ=2048 from lowest echelle order
oekh1s010,SK-66D50,[oekh1s010] Removed DQ=2048 from lowest echelle order
ob3j01010,SK-66D51,[ob3j01010] Removed DQ=2048 from lowest echelle order
od9a10010,SK-66D97,[od9a10010] Removed DQ=2048 from lowest echelle order
o4yn01010,SK-67D101,[o4yn01010] Removed DQ=2048 from lowest echelle order
o4yn01020,SK-67D101,[o4yn01020] Removed DQ=2048 from lowest echelle order
o4yn02010,SK-67D104,[o4yn02010] Removed DQ=2048 from lowest echelle order
obi402010,SK-67D105,[obi402010] Removed DQ=2048 from lowest echelle order
o4yn03010,SK-67D106,[o4yn03010] Removed DQ=2048 from lowest echelle order
o4yn04010,SK-67D107,[o4yn04010] Removed DQ=2048 from lowest echelle order
o4yn04020,SK-67D107,[o4yn04020] Removed DQ=2048 from lowest echelle order
oeb73s010,SK-67D108,[oeb73s010] Removed DQ=2048 from lowest echelle order
oeb73s020,SK-67D108,[oeb73s020] Removed DQ=2048 from lowest echelle order
obi403010,SK-67D111,[obi403010] Removed DQ=2048 from lowest echelle order
oe9s3s010,SK-67D118,[oe9s3s010] Removed DQ=2048 from lowest echelle order
oe9s3s020,SK-67D118,[oe9s3s020] Removed DQ=2048 from lowest echelle order
oda904020,SK-67D14,[oda904020] Removed DQ=2048 from lowest echelle order
oedj01010,SK-67D166,[oedj01010] Removed DQ=2048 from lowest echelle order
oedj01020,SK-67D166,[oedj01020] Removed DQ=2048 from lowest echelle order
oedj01030,SK-67D166,[oedj01030] Removed DQ=2048 from lowest echelle order
oedj01040,SK-67D166,[oedj01040] Removed DQ=2048 from lowest echelle order
oedj01050,SK-67D166,[oedj01050] Removed DQ=2048 from lowest echelle order
oedj01060,SK-67D166,[oedj01060] Removed DQ=2048 from lowest echelle order
oedj01070,SK-67D166,[oedj01070] Removed DQ=2048 from lowest echelle order
oedj01080,SK-67D166,[oedj01080] Removed DQ=2048 from lowest echelle order
oedj01090,SK-67D166,[oedj01090] Removed DQ=2048 from lowest echelle order
oedj010a0,SK-67D166,[oedj010a0] Removed DQ=2048 from lowest echelle order
oedj02010,SK-67D166,[oedj02010] Removed DQ=2048 from lowest echelle order
oedj02020,SK-67D166,[oedj02020] Removed DQ=2048 from lowest echelle order
oedj02030,SK-67D166,[oedj02030] Removed DQ=2048 from lowest echelle order
oedj02040,SK-67D166,[oedj02040] Removed DQ=2048 from lowest echelle order
oedj02050,SK-67D166,[oedj02050] Removed DQ=2048 from lowest echelle order
oedj02060,SK-67D166,[oedj02060] Removed DQ=2048 from lowest echelle order
oedj03010,SK-67D166,[oedj03010] Removed DQ=2048 from lowest echelle order
oedj03020,SK-67D166,[oedj03020] Removed DQ=2048 from lowest echelle order
oedj03030,SK-67D166,[oedj03030] Removed DQ=2048 from lowest echelle order
oedj03040,SK-67D166,[oedj03040] Removed DQ=2048 from lowest echelle order
oedj03050,SK-67D166,[oedj03050] Removed DQ=2048 from lowest echelle order
oedj03060,SK-67D166,[oedj03060] Removed DQ=2048 from lowest echelle order
oedj03070,SK-67D166,[oedj03070] Removed DQ=2048 from lowest echelle order
oedj03080,SK-67D166,[oedj03080] Removed DQ=2048 from lowest echelle order
oedj04010,SK-67D166,[oedj04010] Removed DQ=2048 from lowest echelle order
oedj04020,SK-67D166,[oedj04020] Removed DQ=2048 from lowest echelle order
oedj04030,SK-67D166,[oedj04030] Removed DQ=2048 from lowest echelle order
oedj04040,SK-67D166,[oedj04040] Removed DQ=2048 from lowest echelle order
oedj040a0,SK-67D166,[oedj040a0] Removed DQ=2048 from lowest echelle order
oedj05010,SK-67D166,[oedj05010] Removed DQ=2048 from lowest echelle order
oedj05020,SK-67D166,[oedj05020] Removed DQ=2048 from lowest echelle order
oedj05030,SK-67D166,[oedj05030] Removed DQ=2048 from lowest echelle order
oedj05040,SK-67D166,[oedj05040] Removed DQ=2048 from lowest echelle order
oedj05050,SK-67D166,[oedj05050] Removed DQ=2048 from lowest echelle order
oedj06010,SK-67D166,[oedj06010] Removed DQ=2048 from lowest echelle order
oedj06020,SK-67D166,[oedj06020] Removed DQ=2048 from lowest echelle order
oedj06030,SK-67D166,[oedj06030] Removed DQ=2048 from lowest echelle order
oedj07010,SK-67D166,[oedj07010] Removed DQ=2048 from lowest echelle order
oedj07020,SK-67D166,[oedj07020] Removed DQ=2048 from lowest echelle order
oedj07030,SK-67D166,[oedj07030] Removed DQ=2048 from lowest echelle order
oedj08010,SK-67D166,[oedj08010] Removed DQ=2048 from lowest echelle order
oedja8010,SK-67D166,[oedja8010] Removed DQ=2048 from lowest echelle order
oehi2s010,SK-67D167,[oehi2s010] Removed DQ=2048 from lowest echelle order
obi406010,SK-67D168,[obi406010] Removed DQ=2048 from lowest echelle order
oda907030,SK-67D191,[oda907030] Removed DQ=2048 from lowest echelle order
oda907040,SK-67D191,[oda907040] Removed DQ=2048 from lowest echelle order
oekh2s010,SK-67D195,[oekh2s010] Removed DQ=2048 from lowest echelle order
oekh3s010,SK-67D197,[oekh3s010] Removed DQ=2048 from lowest echelle order
oda964010,SK-67D2,[oda964010] Removed DQ=2048 from lowest echelle order
oda964020,SK-67D2,[oda964020] Removed DQ=2048 from lowest echelle order
oef31s010,SK-67D20,[oef31s010] Removed DQ=2048 from lowest echelle order
oef31s020,SK-67D20,[oef31s020] Removed DQ=2048 from lowest echelle order
oef31s030,SK-67D20,[oef31s030] Removed DQ=2048 from lowest echelle order
oekh4s010,SK-67D207,[oekh4s010] Removed DQ=2048 from lowest echelle order
o6lz11010,SK-67D211,[o6lz11010] Removed DQ=2048 from lowest echelle order
oeuc3s010,SK-67D216,[oeuc3s010] Removed DQ=2048 from lowest echelle order
oeuc3s020,SK-67D216,[oeuc3s020] Removed DQ=2048 from lowest echelle order
oeuc3s030,SK-67D216,[oeuc3s030] Removed DQ=2048 from lowest echelle order
oeb74s010,SK-67D22,[oeb74s010] Removed DQ=2048 from lowest echelle order
oeb74s020,SK-67D22,[oeb74s020] Removed DQ=2048 from lowest echelle order
oeb74s030,SK-67D22,[oeb74s030] Removed DQ=2048 from lowest echelle order
oeuk1s010,SK-67D261,[oeuk1s010] Removed DQ=2048 from lowest echelle order
oeuk1s020,SK-67D261,[oeuk1s020] Removed DQ=2048 from lowest echelle order
oeuk1s030,SK-67D261,[oeuk1s030] Removed DQ=2048 from lowest echelle order
oejg3s010,SK-67D266,[oejg3s010] Removed DQ=2048 from lowest echelle order
oda908020,SK-67D5,[oda908020] Removed DQ=2048 from lowest echelle order
oehics010,SK-67D69,[oehics010] Removed DQ=2048 from lowest echelle order
oehics020,SK-67D69,[oehics020] Removed DQ=2048 from lowest echelle order
od7m08010,SK-68D112,[od7m08010] Removed DQ=2048 from lowest echelle order
od7m08020,SK-68D112,[od7m08020] Removed DQ=2048 from lowest echelle order
oda931010,SK-68D135,[oda931010] Removed DQ=2048 from lowest echelle order
oda931020,SK-68D135,[oda931020] Removed DQ=2048 from lowest echelle order
oef32s010,SK-68D15,[oef32s010] Removed DQ=2048 from lowest echelle order
oef32s020,SK-68D15,[oef32s020] Removed DQ=2048 from lowest echelle order
oe9s4s010,SK-68D16,[oe9s4s010] Removed DQ=2048 from lowest echelle order
oe9s4s020,SK-68D16,[oe9s4s020] Removed DQ=2048 from lowest echelle order
oe9s4t010,SK-68D16,[oe9s4t010] Removed DQ=2048 from lowest echelle order
oe9s4t020,SK-68D16,[oe9s4t020] Removed DQ=2048 from lowest echelle order
oejf2s010,SK-68D41,[oejf2s010] Removed DQ=2048 from lowest echelle order
oejf2s020,SK-68D41,[oejf2s020] Removed DQ=2048 from lowest echelle order
oda922030,SK-68D52,[oda922030] Removed DQ=2048 from lowest echelle order
oef12s030,SK-68D8,[oef12s030] Removed DQ=2048 from lowest echelle order
oec107010,SK-68D80,[oec107010] Removed DQ=2048 from lowest echelle order
oda906020,SK-69D104,[oda906020] Removed DQ=2048 from lowest echelle order
oec105010,SK-69D106,[oec105010] Removed DQ=2048 from lowest echelle order
oda910010,SK-69D175,[oda910010] Removed DQ=2048 from lowest echelle order
oef33s010,SK-69D191,[oef33s010] Removed DQ=2048 from lowest echelle order
oef33s020,SK-69D191,[oef33s020] Removed DQ=2048 from lowest echelle order
oef33s030,SK-69D191,[oef33s030] Removed DQ=2048 from lowest echelle order
oda923020,SK-69D220,[oda923020] Removed DQ=2048 from lowest echelle order
oec112010,SK-69D222,[oec112010] Removed DQ=2048 from lowest echelle order
o6lz12010,SK-69D246,[o6lz12010] Removed DQ=2048 from lowest echelle order
oejfcs010,SK-69D43,[oejfcs010] Removed DQ=2048 from lowest echelle order
oejfcs020,SK-69D43,[oejfcs020] Removed DQ=2048 from lowest echelle order
oejfcs030,SK-69D43,[oejfcs030] Removed DQ=2048 from lowest echelle order
obi405010,SK-69D50,[obi405010] Removed DQ=2048 from lowest echelle order
of1q2s010,SK-69D83,[of1q2s010] Removed DQ=2048 from lowest echelle order
obi404010,SK-70D115,[obi404010] Removed DQ=2048 from lowest echelle order
oeuc4s010,SK-70D13,[oeuc4s010] Removed DQ=2048 from lowest echelle order
oeuc4s020,SK-70D13,[oeuc4s020] Removed DQ=2048 from lowest echelle order
oejfes010,SK-70D32,[oejfes010] Removed DQ=2048 from lowest echelle order
oejfes020,SK-70D32,[oejfes020] Removed DQ=2048 from lowest echelle order
oejfes030,SK-70D32,[oejfes030] Removed DQ=2048 from lowest echelle order
oehidt010,SK-70D60,[oehidt010] Removed DQ=2048 from lowest echelle order
oehidt020,SK-70D60,[oehidt020] Removed DQ=2048 from lowest echelle order
oehiis010,SK-70D60,[oehiis010] Removed DQ=2048 from lowest echelle order
oehiis020,SK-70D60,[oehiis020] Removed DQ=2048 from lowest echelle order
oeuf4s010,SK-70D69,[oeuf4s010] Removed DQ=2048 from lowest echelle order
oeuf4s020,SK-70D69,[oeuf4s020] Removed DQ=2048 from lowest echelle order
oeuf4s030,SK-70D69,[oeuf4s030] Removed DQ=2048 from lowest echelle order
oda971030,SK-70D79,[oda971030] Removed DQ=2048 from lowest echelle order
oda972010,SK-70D79,[oda972010] Removed DQ=2048 from lowest echelle order
oda972020,SK-70D79,[oda972020] Removed DQ=2048 from lowest echelle order
oejg4s010,SK-71D21,[oejg4s010] Removed DQ=2048 from lowest echelle order
obi407010,SK-71D41,[obi407010] Removed DQ=2048 from lowest echelle order
o63521010,SK-71D45,[o63521010] Removed DQ=2048 from lowest echelle order
oda919060,SK-71D50,[oda919060] Removed DQ=2048 from lowest echelle order
oda919070,SK-71D50,[oda919070] Removed DQ=2048 from lowest echelle order
oejf6s010,SK-71D8,[oejf6s010] Removed DQ=2048 from lowest echelle order
oejf6s020,SK-71D8,[oejf6s020] Removed DQ=2048 from lowest echelle order
oejf6s030,SK-71D8,[oejf6s030] Removed DQ=2048 from lowest echelle order
o8nz44010,SZ-102,[o8nz44010] Removed DQ=2048 from lowest echelle order
o8nz44020,SZ-102,[o8nz44020] Removed DQ=2048 from lowest echelle order
o8nz44030,SZ-102,[o8nz44030] Removed DQ=2048 from lowest echelle order
o8nz44040,SZ-102,[o8nz44040] Removed DQ=2048 from lowest echelle order
ob6b21030,V-AK-SCO,[ob6b21030] Removed DQ=2048 from lowest echelle order
ob6b21040,V-AK-SCO,[ob6b21040] Removed DQ=2048 from lowest echelle order
ob6b18030,V-CV-CHA,[ob6b18030] Removed DQ=2048 from lowest echelle order
ob6b18040,V-CV-CHA,[ob6b18040] Removed DQ=2048 from lowest echelle order
o5cf03020,V-CY-TAU,[o5cf03020] Removed DQ=2048 from lowest echelle order
o5cf03030,V-CY-TAU,[o5cf03030] Removed DQ=2048 from lowest echelle order
o5cf03040,V-CY-TAU,[o5cf03040] Removed DQ=2048 from lowest echelle order
o5cf03050,V-CY-TAU,[o5cf03050] Removed DQ=2048 from lowest echelle order
o5e306010,V-DF-TAU,[o5e306010] Removed DQ=2048 from lowest echelle order
o5e306020,V-DF-TAU,[o5e306020] Removed DQ=2048 from lowest echelle order
o5e306040,V-DF-TAU,[o5e306040] Removed DQ=2048 from lowest echelle order
o5e306050,V-DF-TAU,[o5e306050] Removed DQ=2048 from lowest echelle order
o63l03010,V-DG-TAU,[o63l03010] Removed DQ=2048 from lowest echelle order
o63l03020,V-DG-TAU,[o63l03020] Removed DQ=2048 from lowest echelle order
o63l03030,V-DG-TAU,[o63l03030] Removed DQ=2048 from lowest echelle order
o63l03040,V-DG-TAU,[o63l03040] Removed DQ=2048 from lowest echelle order
o5cf01020,V-DS-TAU,[o5cf01020] Removed DQ=2048 from lowest echelle order
o5cf01030,V-DS-TAU,[o5cf01030] Removed DQ=2048 from lowest echelle order
o5cf01040,V-DS-TAU,[o5cf01040] Removed DQ=2048 from lowest echelle order
o63l08010,V-DS-TAU,[o63l08010] Removed DQ=2048 from lowest echelle order
o63l08020,V-DS-TAU,[o63l08020] Removed DQ=2048 from lowest echelle order
odgx14010,V-HK-ORI,[odgx14010] Removed DQ=2048 from lowest echelle order
ob6b23040,V-MP-MUS,[ob6b23040] Removed DQ=2048 from lowest echelle order
ob6b23050,V-MP-MUS,[ob6b23050] Removed DQ=2048 from lowest echelle order
o63l06010,V-RW-AUR,[o63l06010] Removed DQ=2048 from lowest echelle order
o63l06020,V-RW-AUR,[o63l06020] Removed DQ=2048 from lowest echelle order
o63l01010,V-RY-TAU,[o63l01010] Removed DQ=2048 from lowest echelle order
o63l01020,V-RY-TAU,[o63l01020] Removed DQ=2048 from lowest echelle order
o63l01030,V-RY-TAU,[o63l01030] Removed DQ=2048 from lowest echelle order
o63l05010,V-SU-AUR,[o63l05010] Removed DQ=2048 from lowest echelle order
o63l05020,V-SU-AUR,[o63l05020] Removed DQ=2048 from lowest echelle order
o5e304010,V-T-TAU,[o5e304010] Removed DQ=2048 from lowest echelle order
o5e304020,V-T-TAU,[o5e304020] Removed DQ=2048 from lowest echelle order
o5e304040,V-T-TAU,[o5e304040] Removed DQ=2048 from lowest echelle order
o5e304050,V-T-TAU,[o5e304050] Removed DQ=2048 from lowest echelle order
o5e304060,V-T-TAU,[o5e304060] Removed DQ=2048 from lowest echelle order
o63l02010,V-T-TAU,[o63l02010] Removed DQ=2048 from lowest echelle order
o63l02020,V-T-TAU,[o63l02020] Removed DQ=2048 from lowest echelle order
o63l02030,V-T-TAU,[o63l02030] Removed DQ=2048 from lowest echelle order
ob3r07050,V-TW-HYA,[ob3r07050] Removed DQ=2048 from lowest echelle order
ob3r07060,V-TW-HYA,[ob3r07060] Removed DQ=2048 from lowest echelle order
ob3r08050,V-TW-HYA,[ob3r08050] Removed DQ=2048 from lowest echelle order
ob3r08060,V-TW-HYA,[ob3r08060] Removed DQ=2048 from lowest echelle order
ob3r09050,V-TW-HYA,[ob3r09050] Removed DQ=2048 from lowest echelle order
ob3r09060,V-TW-HYA,[ob3r09060] Removed DQ=2048 from lowest echelle order
oclv03050,V-TW-HYA,[oclv03050] Removed DQ=2048 from lowest echelle order
oclv03060,V-TW-HYA,[oclv03060] Removed DQ=2048 from lowest echelle order
o5e308010,V-V410-TAU,[o5e308010] Removed DQ=2048 from lowest echelle order
o5e308020,V-V410-TAU,[o5e308020] Removed DQ=2048 from lowest echelle order
o5e308040,V-V410-TAU,[o5e308040] Removed DQ=2048 from lowest echelle order
o5e308050,V-V410-TAU,[o5e308050] Removed DQ=2048 from lowest echelle order
o5e310010,V-V836-TAU,[o5e310010] Removed DQ=2048 from lowest echelle order
o5e310020,V-V836-TAU,[o5e310020] Removed DQ=2048 from lowest echelle order
o5e310040,V-V836-TAU,[o5e310040] Removed DQ=2048 from lowest echelle order
o5e310050,V-V836-TAU,[o5e310050] Removed DQ=2048 from lowest echelle order
ody219010,VFTS-440,[ody219010] Removed DQ=2048 from lowest echelle order
oec159010,VFTS-507,[oec159010] Removed DQ=2048 from lowest echelle order
ody221010,VFTS-87,[ody221010] Removed DQ=2048 from lowest echelle order
lby608p5q,AV-14,[lby608p5q] DQ=8 added to first 200pix of each NUV stripe
lby608p7q,AV-14,[lby608p7q] DQ=8 added to first 200pix of each NUV stripe
lby608p9q,AV-14,[lby608p9q] DQ=8 added to first 200pix of each NUV stripe
lby608pbq,AV-14,[lby608pbq] DQ=8 added to first 200pix of each NUV stripe
lby608pdq,AV-14,[lby608pdq] DQ=8 added to first 200pix of each NUV stripe
lby608pfq,AV-14,[lby608pfq] DQ=8 added to first 200pix of each NUV stripe
lby608phq,AV-14,[lby608phq] DQ=8 added to first 200pix of each NUV stripe
lby608pmq,AV-14,[lby608pmq] DQ=8 added to first 200pix of each NUV stripe
lemuadymq,AV-200,[lemuadymq] DQ=8 added to first 200pix of each NUV stripe
lemuadypq,AV-200,[lemuadypq] DQ=8 added to first 200pix of each NUV stripe
lemuadyrq,AV-200,[lemuadyrq] DQ=8 added to first 200pix of each NUV stripe
lemuadyuq,AV-200,[lemuadyuq] DQ=8 added to first 200pix of each NUV stripe
lemuadyxq,AV-200,[lemuadyxq] DQ=8 added to first 200pix of each NUV stripe
lemuadyzq,AV-200,[lemuadyzq] DQ=8 added to first 200pix of each NUV stripe
lemuadz2q,AV-200,[lemuadz2q] DQ=8 added to first 200pix of each NUV stripe
lemuadz4q,AV-200,[lemuadz4q] DQ=8 added to first 200pix of each NUV stripe
lcyia3a3q,AV-304,[lcyia3a3q] DQ=8 added to first 200pix of each NUV stripe
lcyia3a5q,AV-304,[lcyia3a5q] DQ=8 added to first 200pix of each NUV stripe
lcyia3a8q,AV-304,[lcyia3a8q] DQ=8 added to first 200pix of each NUV stripe
lcyia3aaq,AV-304,[lcyia3aaq] DQ=8 added to first 200pix of each NUV stripe
lcyia3adq,AV-304,[lcyia3adq] DQ=8 added to first 200pix of each NUV stripe
lcyia3afq,AV-304,[lcyia3afq] DQ=8 added to first 200pix of each NUV stripe
lcyia3aiq,AV-304,[lcyia3aiq] DQ=8 added to first 200pix of each NUV stripe
lcyia3akq,AV-304,[lcyia3akq] DQ=8 added to first 200pix of each NUV stripe
lcyia3anq,AV-304,[lcyia3anq] DQ=8 added to first 200pix of each NUV stripe
lcyia3apq,AV-304,[lcyia3apq] DQ=8 added to first 200pix of each NUV stripe
lcyia3asq,AV-304,[lcyia3asq] DQ=8 added to first 200pix of each NUV stripe
lcyia3auq,AV-304,[lcyia3auq] DQ=8 added to first 200pix of each NUV stripe
lcyia3axq,AV-304,[lcyia3axq] DQ=8 added to first 200pix of each NUV stripe
lcyia3y3q,AV-304,[lcyia3y3q] DQ=8 added to first 200pix of each NUV stripe
lcyia3y6q,AV-304,[lcyia3y6q] DQ=8 added to first 200pix of each NUV stripe
lcyia3ybq,AV-304,[lcyia3ybq] DQ=8 added to first 200pix of each NUV stripe
lcyia3ydq,AV-304,[lcyia3ydq] DQ=8 added to first 200pix of each NUV stripe
lcyia3yhq,AV-304,[lcyia3yhq] DQ=8 added to first 200pix of each NUV stripe
lcyia3ymq,AV-304,[lcyia3ymq] DQ=8 added to first 200pix of each NUV stripe
lcyia3yqs,AV-304,[lcyia3yqs] DQ=8 added to first 200pix of each NUV stripe
lcyia3yvq,AV-304,[lcyia3yvq] DQ=8 added to first 200pix of each NUV stripe
lcyia3zkq,AV-304,[lcyia3zkq] DQ=8 added to first 200pix of each NUV stripe
lcyia3zmq,AV-304,[lcyia3zmq] DQ=8 added to first 200pix of each NUV stripe
lcyia3zpq,AV-304,[lcyia3zpq] DQ=8 added to first 200pix of each NUV stripe
lcyia3zsq,AV-304,[lcyia3zsq] DQ=8 added to first 200pix of each NUV stripe
lcyia3zvq,AV-304,[lcyia3zvq] DQ=8 added to first 200pix of each NUV stripe
lcyia3zxq,AV-304,[lcyia3zxq] DQ=8 added to first 200pix of each NUV stripe
lcyia3zzq,AV-304,[lcyia3zzq] DQ=8 added to first 200pix of each NUV stripe
lemubceeq,AV-314,[lemubceeq] DQ=8 added to first 200pix of each NUV stripe
lemubceiq,AV-314,[lemubceiq] DQ=8 added to first 200pix of each NUV stripe
lemubcenq,AV-314,[lemubcenq] DQ=8 added to first 200pix of each NUV stripe
lemubcepq,AV-314,[lemubcepq] DQ=8 added to first 200pix of each NUV stripe
lemubcerq,AV-314,[lemubcerq] DQ=8 added to first 200pix of each NUV stripe
lemubcevq,AV-314,[lemubcevq] DQ=8 added to first 200pix of each NUV stripe
lemubcezq,AV-314,[lemubcezq] DQ=8 added to first 200pix of each NUV stripe
lemubcf5q,AV-314,[lemubcf5q] DQ=8 added to first 200pix of each NUV stripe
le9p3dabq,AV-324,[le9p3dabq] DQ=8 added to first 200pix of each NUV stripe
le9p3daeq,AV-324,[le9p3daeq] DQ=8 added to first 200pix of each NUV stripe
le9p3dahq,AV-324,[le9p3dahq] DQ=8 added to first 200pix of each NUV stripe
le9p3dakq,AV-324,[le9p3dakq] DQ=8 added to first 200pix of each NUV stripe
le9p3dbfq,AV-324,[le9p3dbfq] DQ=8 added to first 200pix of each NUV stripe
le9p3dbjq,AV-324,[le9p3dbjq] DQ=8 added to first 200pix of each NUV stripe
le9p3dbuq,AV-324,[le9p3dbuq] DQ=8 added to first 200pix of each NUV stripe
le9p3dc8q,AV-324,[le9p3dc8q] DQ=8 added to first 200pix of each NUV stripe
lemu3cbqq,AV-343,[lemu3cbqq] DQ=8 added to first 200pix of each NUV stripe
lemu3cbxq,AV-343,[lemu3cbxq] DQ=8 added to first 200pix of each NUV stripe
lemu3cc0q,AV-343,[lemu3cc0q] DQ=8 added to first 200pix of each NUV stripe
lemu3cc5q,AV-343,[lemu3cc5q] DQ=8 added to first 200pix of each NUV stripe
lejq3cf3q,AV-374,[lejq3cf3q] DQ=8 added to first 200pix of each NUV stripe
lejq3cf6q,AV-374,[lejq3cf6q] DQ=8 added to first 200pix of each NUV stripe
lejq3cf8q,AV-374,[lejq3cf8q] DQ=8 added to first 200pix of each NUV stripe
lejq3cfaq,AV-374,[lejq3cfaq] DQ=8 added to first 200pix of each NUV stripe
lejq3cfcq,AV-374,[lejq3cfcq] DQ=8 added to first 200pix of each NUV stripe
lejq3cffq,AV-374,[lejq3cffq] DQ=8 added to first 200pix of each NUV stripe
lejq3cfhq,AV-374,[lejq3cfhq] DQ=8 added to first 200pix of each NUV stripe
lejq3cfjq,AV-374,[lejq3cfjq] DQ=8 added to first 200pix of each NUV stripe
lemu4cnsq,AV-445,[lemu4cnsq] DQ=8 added to first 200pix of each NUV stripe
lemu4cnvq,AV-445,[lemu4cnvq] DQ=8 added to first 200pix of each NUV stripe
lemu4co0q,AV-445,[lemu4co0q] DQ=8 added to first 200pix of each NUV stripe
lemu4co3q,AV-445,[lemu4co3q] DQ=8 added to first 200pix of each NUV stripe
lemu4co5q,AV-445,[lemu4co5q] DQ=8 added to first 200pix of each NUV stripe
lemu4co7q,AV-445,[lemu4co7q] DQ=8 added to first 200pix of each NUV stripe
lemu4co9q,AV-445,[lemu4co9q] DQ=8 added to first 200pix of each NUV stripe
lemu4cobq,AV-445,[lemu4cobq] DQ=8 added to first 200pix of each NUV stripe
leqa05gmq,DI91-739,[leqa05gmq] DQ=8 added to first 200pix of each NUV stripe
leqa05goq,DI91-739,[leqa05goq] DQ=8 added to first 200pix of each NUV stripe
leqa05gqq,DI91-739,[leqa05gqq] DQ=8 added to first 200pix of each NUV stripe
leqa05gsq,DI91-739,[leqa05gsq] DQ=8 added to first 200pix of each NUV stripe
leqa05guq,DI91-739,[leqa05guq] DQ=8 added to first 200pix of each NUV stripe
leqa05gwq,DI91-739,[leqa05gwq] DQ=8 added to first 200pix of each NUV stripe
leqa05gyq,DI91-739,[leqa05gyq] DQ=8 added to first 200pix of each NUV stripe
leqa05h0q,DI91-739,[leqa05h0q] DQ=8 added to first 200pix of each NUV stripe
leqa04feq,GAIA-DR3-4637562376048872448,[leqa04feq] DQ=8 added to first 200pix of each NUV stripe
leqa04fhq,GAIA-DR3-4637562376048872448,[leqa04fhq] DQ=8 added to first 200pix of each NUV stripe
leqa04fjq,GAIA-DR3-4637562376048872448,[leqa04fjq] DQ=8 added to first 200pix of each NUV stripe
leqa04flq,GAIA-DR3-4637562376048872448,[leqa04flq] DQ=8 added to first 200pix of each NUV stripe
leqa04fnq,GAIA-DR3-4637562376048872448,[leqa04fnq] DQ=8 added to first 200pix of each NUV stripe
leqa04fpq,GAIA-DR3-4637562376048872448,[leqa04fpq] DQ=8 added to first 200pix of each NUV stripe
leqa04frq,GAIA-DR3-4637562376048872448,[leqa04frq] DQ=8 added to first 200pix of each NUV stripe
leqa04ftq,GAIA-DR3-4637562376048872448,[leqa04ftq] DQ=8 added to first 200pix of each NUV stripe
lcyid2p8q,NGC1818-ROB-D1,[lcyid2p8q] DQ=8 added to first 200pix of each NUV stripe
lcyid2paq,NGC1818-ROB-D1,[lcyid2paq] DQ=8 added to first 200pix of each NUV stripe
lcyid2pcq,NGC1818-ROB-D1,[lcyid2pcq] DQ=8 added to first 200pix of each NUV stripe
lcyid2peq,NGC1818-ROB-D1,[lcyid2peq] DQ=8 added to first 200pix of each NUV stripe
lcyid2pgq,NGC1818-ROB-D1,[lcyid2pgq] DQ=8 added to first 200pix of each NUV stripe
lcyid2piq,NGC1818-ROB-D1,[lcyid2piq] DQ=8 added to first 200pix of each NUV stripe
