dataset_name,target_name,target_name_hlsp,from where?,comments
le4s04dsq,IC1613-GHV-STAR-64066,IC1613-GHV-STAR-64066,Not in vetted directories,Bad data
le4s11eaq,IC1613-GHV-STAR-67559,IC1613-GHV-STAR-67559,Not in vetted directories,Bad data
le4s11ecq,IC1613-GHV-STAR-67559,IC1613-GHV-STAR-67559,Not in vetted directories,Bad data
le4s11eeq,IC1613-GHV-STAR-67559,IC1613-GHV-STAR-67559,Not in vetted directories,Bad data
le5b03n7q,J095927P304457,J095927P304457,Not in vetted directories,Bad data
lehdacuuq,LMCE055-1,LMCE055-1,tech team spreadsheet,acq failed
lehdacuzq,LMCE055-1,LMCE055-1,tech team spreadsheet,
lehdacv3q,LMCE055-1,LMCE055-1,tech team spreadsheet,
lehdacvcq,LMCE055-1,LMCE055-1,tech team spreadsheet,
lehdacvhq,LMCE055-1,LMCE055-1,tech team spreadsheet,
lehdacvnq,LMCE055-1,LMCE055-1,tech team spreadsheet,
a0440102000,4U0532-664,LMCX-4,Initial FUSE data search,Unvetted extra FUSE data
oec62h010,LMCX-4,LMCX-4,SNAP data quality check,EXPSHORT; LOCKLOST; TDF-DOWN
oec62h020,LMCX-4,LMCX-4,SNAP data quality check,EXPSHORT; LOCKLOST; TDF-DOWN
f321010100000,H53-47,MOA-J010321.3-720538,Initial FUSE data search,Unvetted extra FUSE data
f321010300000,H53-47,MOA-J010321.3-720538,Initial FUSE data search,Unvetted extra FUSE data
f321010400000,H53-47,MOA-J010321.3-720538,Initial FUSE data search,Unvetted extra FUSE data
lf2l1dafq,N11-ELS-026,N11-ELS-026,tech team spreadsheet,Decided not to file a HOPR
lf2l1dahq,N11-ELS-026,N11-ELS-026,tech team spreadsheet,Decided not to file a HOPR
lf2l1dajq,N11-ELS-026,N11-ELS-026,tech team spreadsheet,Decided not to file a HOPR
lf2l1dalq,N11-ELS-026,N11-ELS-026,tech team spreadsheet,Decided not to file a HOPR
leuw2cayq,N11-ELS-032,N11-ELS-032,tech team spreadsheet,Shutter closed
leuw2cb2q,N11-ELS-032,N11-ELS-032,tech team spreadsheet,Shutter closed
b010060100000,PGMW-3209,N11-ELS-048,Initial FUSE data search,Unvetted extra FUSE data
d030040200000,LH103204,N11-ELS-048,Initial FUSE data search,unreliaunreliable due to contamination
oec60p010,N11-ELS-060,N11-ELS-060,SNAP data quality check,GSFAIL
d138020100000,NGC1818-D1,NGC1818-ROB-D1,Initial FUSE data search,Unvetted extra FUSE data
p117560100000,[MPG]_355,NGC346-ELS-007,Initial FUSE data search,Unvetted extra FUSE data
p203050100000,[MPG]_324,NGC346-ELS-007,Initial FUSE data search,Unvetted extra FUSE data
le8p2cxlq,NGC346-ELS-28,NGC346-ELS-028,tech team spreadsheet,failed acq; flux levels don't match
le8p2cxuq,NGC346-ELS-28,NGC346-ELS-028,tech team spreadsheet,failed acq; flux levels don't match
leig4ch1q,NGC346-ELS-46,NGC346-ELS-046,tech team spreadsheet,
leig4chfq,NGC346-ELS-46,NGC346-ELS-046,tech team spreadsheet,
leig4chvq,NGC346-ELS-46,NGC346-ELS-046,tech team spreadsheet,
le8p3cuuq,NGC346-ELS-50,NGC346-ELS-050,tech team spreadsheet,failed acq; flux levels don't match
le8p3cv5q,NGC346-ELS-50,NGC346-ELS-050,tech team spreadsheet,failed acq; flux levels don't match
le8p3cvfq,NGC346-ELS-50,NGC346-ELS-050,tech team spreadsheet,failed acq; flux levels don't match
le8p3cvpq,NGC346-ELS-50,NGC346-ELS-050,tech team spreadsheet,failed acq; flux levels don't match
o675030b0,NGC346-LR,NGC346-LR,Not in vetted directories,Slit stepping exposure. Not using
o675030c0,NGC346-LR,NGC346-LR,Not in vetted directories,Slit stepping exposure. Not using
p117520100000,[MPG]_368,NGC346-MPG-368,Initial FUSE data search,Unvetted extra FUSE data
p117550100000,[MPG]_368,NGC346-MPG-368,Initial FUSE data search,Unvetted extra FUSE data
p117570100000,[MPG]_368,NGC346-MPG-368,Initial FUSE data search,Unvetted extra FUSE data
o4wra2010,NGC346-MPG-435,NGC346-MPG-435,in ARCHIVAL_DATA_HIGH_MASS/DR2/ULLYSES_AR_DATA/ and not in all_vetted_data_dr2,
ody238010,NGC346-MPG-435,NGC346-MPG-435,Not in vetted directories,Bad data
oeua1s010,NGC346-MPG-435,NGC346-MPG-435,Discovered when trying to create HLSPs,Exposure time is 0s
oe9s2s010,LH9-34,PGMW-1363,tech team spreadsheet,acq failed
oe9s2s020,PGMW-1363,PGMW-1363,Discovered when trying to create HLSPs,Exposure time is 0s
oe9s2s030,PGMW-1363,PGMW-1363,Discovered when trying to create HLSPs,Exposure time is 0s
oe9sbs020,PGMW-1363,PGMW-1363,Discovered when trying to create HLSPs,Exposure time is 0s
d030020100000,[PGMW]_3090,PGMW-3070,Initial FUSE data search,Unvetted extra FUSE data
s701130100000,[PGMW]_3090,PGMW-3070,Initial FUSE data search,Unvetted extra FUSE data
B0100301000,PGMW 3120,PGMW-3120,Failed FUSE data check,multiple stars in the aperture
d030030200000,PGMW3120,PGMW-3120,FUSE data quality check,This is actually the star PGMW-3102
oec61j010,PGMW3120,PGMW-3120,SNAP data quality check,Contaminating star in the slit
oec61j020,PGMW3120,PGMW-3120,SNAP data quality check,Contaminating star in the slit
ob6bc2zqq,RECX-1,RECX-1,"Calibration db vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6bc4ymq,RECX-11,RECX-11,"Calibration db vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
lepk1cyhq,RXJ0438.6+1546,RX-J0438P1546,tech team spreadsheet,"Failed ACQ, S/N very low"
lepk1cyoq,RXJ0438.6+1546,RX-J0438P1546,tech team spreadsheet,"Failed ACQ, S/N very low"
lepk1czgq,RXJ0438.6+1546,RX-J0438P1546,tech team spreadsheet,"Failed ACQ, S/N very low"
lepk1czjq,RXJ0438.6+1546,RX-J0438P1546,tech team spreadsheet,"Failed ACQ, S/N very low"
oepkas010,RX-J0438P1546,RX-J0438P1546,Discovered when trying to create HLSPs,Exposure time is 0s
oepkas020,RXJ0438.6+1546,RX-J0438P1546,tech team spreadsheet,"Failed ACQ, flux levels low. May be able to use 1S data instead"
oepkas030,RXJ0438.6+1546,RX-J0438P1546,tech team spreadsheet,"Failed ACQ, flux levels low. May be able to use 1S data instead"
le4s12raq,SEXTANS-A-LGN-S022,SEXTANS-A-LGN-S022,Not in vetted directories,Bad data
le4s18h4q,SEXTANS-A-LGN-S050,SEXTANS-A-LGN-S050,Not in vetted directories,Bad data
le4s18h8q,SEXTANS-A-LGN-S050,SEXTANS-A-LGN-S050,Not in vetted directories,Bad data
letn3cbgq,SK187,SK-187,tech team spreadsheet,
letn3cbiq,SK187,SK-187,tech team spreadsheet,
letn3cbkq,SK187,SK-187,tech team spreadsheet,
a123026300000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123026400000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123026500000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123026600000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123026700000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123026800000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123026900000,[M2002]_83750,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123027000000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123027100000,[M2002]_83750,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123027200000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123027300000,[M2002]_83750,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123027400000,[M2002]_83750,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123027500000,[M2002]_83750,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123027600000,[M2002]_83750,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123027700000,[M2002]_83750,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123027800000,[M2002]_83750,SK-188,Initial FUSE data search,Unvetted extra FUSE data
a123028100000,[M2002]_83750,SK-188,Initial FUSE data search,Unvetted extra FUSE data
m114240100000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
p103060100000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
p103060200000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
p103060300000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
p103060400000,W_21,SK-188,Initial FUSE data search,Unvetted extra FUSE data
letj1chtq,SK-66D17,SK-66D17,tech team spreadsheet,Shutter closed
letj1ci2q,SK-66D17,SK-66D17,tech team spreadsheet,Shutter closed
letj1ci4q,SK-66D17,SK-66D17,tech team spreadsheet,Shutter closed
letj1ci6q,SK-66D17,SK-66D17,tech team spreadsheet,Shutter closed
a049010200000,Sk_-6618,SK-66D18,Initial FUSE data search,Unvetted extra FUSE data
b086030100000,Sk_-6635,SK-66D35,Initial FUSE data search,Unvetted extra FUSE data
lekh1ca2q,SK-66D50,SK-66D50,tech team spreadsheet,Acq failed; S/N too low
lekh1ca4q,SK-66D50,SK-66D50,tech team spreadsheet,Acq failed; S/N too low
lekh1ca6q,SK-66D50,SK-66D50,tech team spreadsheet,Acq failed; S/N too low
lekh1ca8q,SK-66D50,SK-66D50,tech team spreadsheet,Acq failed; S/N too low
lekh1caaq,SK-66D50,SK-66D50,tech team spreadsheet,Acq failed; S/N too low
lekh1czjq,SK-66D50,SK-66D50,tech team spreadsheet,Acq failed; S/N too low
lekh1czlq,SK-66D50,SK-66D50,tech team spreadsheet,Acq failed; S/N too low
lekh1cznq,SK-66D50,SK-66D50,tech team spreadsheet,Acq failed; S/N too low
lekh1czpq,SK-66D50,SK-66D50,tech team spreadsheet,Acq failed; S/N too low
lekh1czrq,SK-66D50,SK-66D50,tech team spreadsheet,Acq failed; S/N too low
lekh1cztq,SK-66D50,SK-66D50,tech team spreadsheet,Acq failed; S/N too low
lekh1czvq,SK-66D50,SK-66D50,tech team spreadsheet,Acq failed; S/N too low
lekh1czxq,SK-66D50,SK-66D50,tech team spreadsheet,Acq failed; S/N too low
lekh1czzq,SK-66D50,SK-66D50,tech team spreadsheet,Acq failed; S/N too low
oec63v020,SK-66D50,SK-66D50,SNAP data quality check,Ok data. We are not using the dataset due to a small velocity offset between the G430L exposures that would affect the coadd
h079020100000,HD_33133,SK-66D51,Initial FUSE data search,Unvetted extra FUSE data
m114220100000,[M2002]_134666,SK-67D101,Initial FUSE data search,Unvetted extra FUSE data
m114220200000,[M2002]_134666,SK-67D101,Initial FUSE data search,Unvetted extra FUSE data
m114220300000,[M2002]_134666,SK-67D101,Initial FUSE data search,Unvetted extra FUSE data
m114220400000,[M2002]_134666,SK-67D101,Initial FUSE data search,Unvetted extra FUSE data
oec62g020,SK-67D101,SK-67D101,SNAP data quality check,Ok data. We are not using the dataset due to a small velocity offset between the G430L exposures that would affect the coadd
p117340100000,[M2002]_134666,SK-67D101,Initial FUSE data search,Unvetted extra FUSE data
p117340200000,[M2002]_134666,SK-67D101,Initial FUSE data search,Unvetted extra FUSE data
m112080100000,Sk_-67104,SK-67D104,Initial FUSE data search,Unvetted extra FUSE data
m112080200000,Sk_-67104,SK-67D104,Initial FUSE data search,Unvetted extra FUSE data
s405990200000,Sk_-67104,SK-67D104,Initial FUSE data search,Unvetted extra FUSE data
d153010100000,SK-67_105,SK-67D105,Initial FUSE data search,Unvetted extra FUSE data
d153010200000,SK-67_105,SK-67D105,Initial FUSE data search,Unvetted extra FUSE data
d153010300000,SK-67_105,SK-67D105,Initial FUSE data search,Unvetted extra FUSE data
d153010400000,SK-67_105,SK-67D105,Initial FUSE data search,Unvetted extra FUSE data
d153010600000,SK-67_105,SK-67D105,Initial FUSE data search,Unvetted extra FUSE data
e511330100000,[M2002]_135697,SK-67D108,Initial FUSE data search,Unvetted extra FUSE data
c155020100000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155020200000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155020300000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155020400000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155020500000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155020600000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155020700000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155020800000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155020900000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155021000000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155021100000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155021200000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155021300000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155021400000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155021500000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
c155021600000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
i801090100000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
s405540100000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
x020010100000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
x020010200000,Sk_-67111,SK-67D111,Initial FUSE data search,Unvetted extra FUSE data
m717220100000,Sk_-6714,SK-67D14,Initial FUSE data search,Unvetted extra FUSE data
p117420200000,Sk_-6714,SK-67D14,Initial FUSE data search,Unvetted extra FUSE data
p117420300000,Sk_-6714,SK-67D14,Initial FUSE data search,Unvetted extra FUSE data
s405390100000,Sk_-6714,SK-67D14,Initial FUSE data search,Unvetted extra FUSE data
s405390200000,Sk_-6714,SK-67D14,Initial FUSE data search,Unvetted extra FUSE data
s405390300000,Sk_-6714,SK-67D14,Initial FUSE data search,Unvetted extra FUSE data
a133010100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133010200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133010300000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133010400000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133010500000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133010600000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133010700000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133010800000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133010900000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011000000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011300000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011400000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011500000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011600000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011700000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011800000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133011900000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012000000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012300000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012400000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012500000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012600000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012700000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012800000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133012900000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013000000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013300000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013400000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013500000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013600000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013700000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013800000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133013900000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133014000000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133014200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133014300000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133014400000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133014500000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133014600000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133014700000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133014800000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133014900000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015000000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015300000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015400000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015500000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015600000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015700000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015800000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133015900000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133016000000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133016100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133016200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
a133018000000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m112260100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m112260200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114230100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114230200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114230300000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114230400000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114230500000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114230600000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114230700000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114230800000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114230900000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114231000000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114231100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m717150100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m998330100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
s405300100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
s405300200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
s405300300000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
s405300400000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
s405300500000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
s505550100000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
s505550200000,Sk_-67166,SK-67D166,Initial FUSE data search,Unvetted extra FUSE data
m114210100000,[M2002]_152366,SK-67D167,Initial FUSE data search,Unvetted extra FUSE data
m727660100000,[M2002]_152366,SK-67D167,Initial FUSE data search,Unvetted extra FUSE data
p117190200000,[M2002]_152366,SK-67D167,Initial FUSE data search,Unvetted extra FUSE data
p117310200000,Sk_-67191,SK-67D191,Initial FUSE data search,Unvetted extra FUSE data
p117440200000,[M2002]_25077,SK-67D20,Initial FUSE data search,Unvetted extra FUSE data
oec63w020,SK-67D207,SK-67D207,SNAP data quality check,Ok data. We are not using the dataset due to a small velocity offset between the G430L exposures that would affect the coadd
p117160100000,HD_269810,SK-67D211,Initial FUSE data search,Unvetted extra FUSE data
i801010500000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i801010600000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i801020400000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i801021500000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811040100000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811040200000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811040300000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811040400000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811040500000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811040600000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811040700000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811040800000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811040900000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041000000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041100000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041200000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041300000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041400000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041500000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041600000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041700000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041800000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811041900000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811042000000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i811042100000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
i904030200000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
m717160200000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
p103070400000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
s405930100000,Sk_-6705,SK-67D5,Initial FUSE data search,Unvetted extra FUSE data
p117170100000,Sk_-6769,SK-67D69,Initial FUSE data search,Unvetted extra FUSE data
lbp504tlq,SK-68D129,SK-68D129,in ARCHIVAL_DATA_HIGH_MASS/DR4/ULLYSES_AR_EXTRA_DATA/ and not in all_vetted_data_dr4,
i801010100000,Sk_-68135,SK-68D135,Initial FUSE data search,Unvetted extra FUSE data
i801010200000,Sk_-68135,SK-68D135,Initial FUSE data search,Unvetted extra FUSE data
oec62v010,SK-68D140,SK-68D140,SNAP data quality check,GSFAIL
oec62v020,SK-68D140,SK-68D140,SNAP data quality check,GSFAIL
e511210100000,[M2002]_33780,SK-68D15,Initial FUSE data search,Unvetted extra FUSE data
p117410100000,Sk_-6841,SK-68D41,Initial FUSE data search,Unvetted extra FUSE data
oec63r020,SK-68D8,SK-68D8,SNAP data quality check,Ok data. We are not using the dataset due to a small velocity offset between the G430L exposures that would affect the coadd
oef12s020,SK-68D8,SK-68D8,Discovered when trying to create HLSPs,Exposure time is 0s
oef1bs010,SK-68D8,SK-68D8,Discovered when trying to create HLSPs,Exposure time is 0s
p103140200000,SK-68D80,SK-68D80,Initial FUSE data search,Unvetted extra FUSE data
p103140300000,SK-68D80,SK-68D80,Initial FUSE data search,Unvetted extra FUSE data
lef13cfxq,SK-69D140,SK-69D140,tech team spreadsheet,GS not aquired; ACQ failed; shutter didn't open
lef13cgnq,SK-69D140,SK-69D140,tech team spreadsheet,GS not aquired; ACQ failed; shutter didn't open
lef13cgpq,SK-69D140,SK-69D140,tech team spreadsheet,GS not aquired; ACQ failed; shutter didn't open
lef13cgsq,SK-69D140,SK-69D140,tech team spreadsheet,GS not aquired; ACQ failed; shutter didn't open
lef13cguq,SK-69D140,SK-69D140,tech team spreadsheet,GS not aquired; ACQ failed; shutter didn't open
lef13cgwq,SK-69D140,SK-69D140,tech team spreadsheet,GS not aquired; ACQ failed; shutter didn't open
letj3cioq,SK-69D178,SK-69D178,tech team spreadsheet,Shutter did not open
letj3cj9q,SK-69D178,SK-69D178,tech team spreadsheet,Shutter did not open
letj3cjbq,SK-69D178,SK-69D178,tech team spreadsheet,Shutter did not open
letj3cjmq,SK-69D178,SK-69D178,tech team spreadsheet,Shutter did not open
letj3cjoq,SK-69D178,SK-69D178,tech team spreadsheet,Shutter did not open
letj3cjrq,SK-69D178,SK-69D178,tech team spreadsheet,Shutter did not open
letjccxvq,SK-69D178,SK-69D178,tech team spreadsheet,Shutter did not open
letjccxxq,SK-69D178,SK-69D178,tech team spreadsheet,Shutter did not open
letjccy0q,SK-69D178,SK-69D178,tech team spreadsheet,Shutter did not open
letjccy2q,SK-69D178,SK-69D178,tech team spreadsheet,Shutter did not open
letjccy4q,SK-69D178,SK-69D178,tech team spreadsheet,Shutter did not open
letjccyeq,SK-69D178,SK-69D178,tech team spreadsheet,Shutter did not open
z9050701000,SK-69D220,SK-69D220,Failed FUSE data check,multiple stars in the aperture
