target_name_std,target_name_simbad,simbad_link,target_classification,gaia_dr2_id,targ_ra,targ_dec,coordinate_epoch,host_galaxy_name,host_cluster_name,spectral_type,spectral_type_ref,sp_class,temp_class,lum_class,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,bmv0_mag,bmv0_mag_ref,extinction_ebmv,extinction_ebmv_ref,star_teff,star_teff_ref,surface_gravity,surface_gravity_ref,star_luminosity,star_luminosity_ref,star_radius,star_radius_ref,star_mass,star_mass_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,rate_massloss,rate_massloss_ref,known_binary,known_binary_ref
NGC346 MPG 435,Cl* NGC 346 W 1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+W+1,Early O Giant,Gaia DR2 4689015740666629120,14.768744727093161,-72.173546190983487,2015.5,SMC,NGC 346,O4 If + O5-6,2019A&A...626A..50D,O,4.0,I,11.20,1991A&A...243..401H,12.21,1991A&A...243..401H,12.43,1991A&A...243..401H,-0.28,2006A&A...457..637M,0.06,Derived from (B-V)0,,None,,None,,None,,None,,None,93.0,2009ApJ...700..844P,,None,,None,True,2002IAUS..207..202N
NGC346 ELS 51,Cl* NGC 346 ELS 051,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+051,Mid O Dwarf,Gaia DR2 4689015736378949504,14.786245433721806,-72.170598838221963,2015.5,SMC,NGC 346,O7 Vz,2006A&A...456..623E,O,7.0,V,14.20,1989AJ.....98.1305M,15.25,2006A&A...456..623E,15.51,2006A&A...456..623E,-0.27,2006A&A...457..637M,0.01,Derived from (B-V)0,38700.0,2013A&A...555A...1B,4.25,2013A&A...555A...1B,4.80,2013A&A...555A...1B,5.60,"Derived from L,Teff",23.1,2013A&A...555A...1B,50.0,2013A&A...555A...1B,1950.0,2013A&A...555A...1B,6.00e-10,2013A&A...555A...1B,False,None
AV 224,AzV 224,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+224,Early B Giant,Gaia DR2 4690521109537837440,14.816840053374037,-72.079036417183389,2015.5,SMC,NGC 346,B1 III,1987AJ.....93.1070G,B,1.0,III,13.02,2002ApJS..141...81M,13.97,2002ApJS..141...81M,14.12,2002ApJS..141...81M,-0.26,1970A&A.....4..234F,0.11,Derived from (B-V)0,,None,,None,,None,,None,,None,299.0,2008A&A...479..541H,,None,,None,False,None
HD 5980,HD 5980,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=HD+5980,WN Binary,Gaia DR2 4690516883290136832,14.860778887928582,-72.164985567473636,2015.5,SMC,NGC 346,WN6h + WNE + O,2003MNRAS.338..360F,WN,6.0,none,10.63,1977A&AS...30..261A,11.63,1977A&AS...30..261A,11.83,1977A&AS...30..261A,,None,0.08,2016A&A...591A..22S,43000.0,2016A&A...591A..22S,3.50,2016A&A...591A..22S,6.35,2016A&A...591A..22S,24.00,2016A&A...591A..22S,61.0,2016A&A...591A..22S,,None,2200.0,2016A&A...591A..22S,3.20e-05,2016A&A...591A..22S,True,2014AJ....148...62K
NGC346 ELS 13,Cl* NGC 346 ELS 013,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+013,O Binary,Gaia DR2 4690516986349956480,14.876617916611488,-72.152682264723637,2015.5,SMC,NGC 346,O9 V + B1 V,2012A&A...537A..29R,O,9.0,V,13.36,1989AJ.....98.1305M,14.28,1989AJ.....98.1305M,14.46,1989AJ.....98.1305M,-0.27,2006A&A...457..637M,0.09,Derived from (B-V)0,34500.0,2012A&A...537A..29R,3.90,2012A&A...537A..29R,,None,,None,,None,320.0,2012A&A...537A..29R,,None,,None,True,2012A&A...537A..29R
NGC346 ELS 46,Cl* NGC 346 ELS 046,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+046,Mid O Dwarf,Gaia DR2 4690504582501410432,14.882791921837116,-72.226457048244200,2015.5,SMC,NGC 346,O7 Vn,2006A&A...456..623E,O,7.0,V,,None,15.16,2006A&A...456..623E,15.44,2006A&A...456..623E,-0.27,2006A&A...457..637M,-0.01,Derived from (B-V)0,39000.0,2013A&A...555A...1B,4.22,2013A&A...555A...1B,4.81,2013A&A...555A...1B,5.60,"Derived from L,Teff",23.7,2013A&A...555A...1B,300.0,2013A&A...555A...1B,1950.0,2013A&A...555A...1B,6.00e-10,2013A&A...555A...1B,False,None
AV 232,AzV 232,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+232,Mid O Supergiant,Gaia DR2 4690516677131714432,14.883243905994146,-72.179479995319440,2015.5,SMC,NGC 346,O7 Iaf+,1977ApJ...215...53W,O,7.0,I,11.15,1977A&AS...30..261A,12.15,1977A&AS...30..261A,12.35,1977A&AS...30..261A,-0.27,2006A&A...457..637M,0.05,2021A&A...647A.134B,33500.0,2021A&A...647A.134B,3.16,2021A&A...647A.134B,5.89,2021A&A...647A.134B,26.20,"Derived from L,Teff",35.3,2021A&A...647A.134B,75.0,2021A&A...647A.134B,1350.0,2021A&A...647A.134B,4.50e-06,2021A&A...647A.134B,False,None
AV 234,AzV 234,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+234,Early B Supergiant,Gaia DR2 4690518223319786624,14.931287727456942,-72.071905693080041,2015.5,SMC,NGC 346,B3 Iab,2019A&A...626A..50D,B,3.0,I,12.02,2002ApJS..141...81M,12.84,2002ApJS..141...81M,12.94,2002ApJS..141...81M,-0.13,1970A&A.....4..234F,0.03,Derived from (B-V)0,15700.0,2019A&A...626A..50D,2.15,2019A&A...626A..50D,4.91,2019A&A...626A..50D,38.60,"Derived from L,Teff",,None,43.0,2019A&A...626A..50D,,None,,None,False,None
AV 235,SK 82,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+82,Early B Supergiant,Gaia DR2 4685972636146149504,14.940551947952141,-72.749010200297434,2015.5,SMC,None,B0 Iaw,1983ApJ...265..716W,B,0.0,I,11.07,1975A&AS...22..285A,12.02,1975A&AS...22..285A,12.20,1975A&AS...22..285A,-0.24,1970A&A.....4..234F,0.07,2004ApJ...610.1021E,27500.0,2004ApJ...610.1021E,2.90,2004ApJ...610.1021E,5.72,2004ApJ...610.1021E,31.90,2004ApJ...610.1021E,,None,80.0,2004ApJ...610.1021E,1400.0,2004ApJ...610.1021E,4.00e-06,2004ApJ...610.1021E,False,None
NGC346 ELS 35,Cl* NGC 346 ELS 035,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+035,Early B Dwarf,Gaia DR2 4690518154600349184,14.944373393744952,-72.092368114169304,2015.5,SMC,NGC 346,B1 V,2006A&A...456..623E,B,1.0,V,13.83,2002ApJS..141...81M,14.70,2002ApJS..141...81M,14.89,2002ApJS..141...81M,-0.26,1970A&A.....4..234F,0.07,Derived from (B-V)0,,None,,None,,None,,None,,None,145.0,2008A&A...479..541H,,None,,None,True,2013AcA....63..323P
NGC346 ELS 25,Cl* NGC 346 ELS 025,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+025,Late O Dwarf,Gaia DR2 4690504994818102016,14.970660171675041,-72.180321622603614,2015.5,SMC,NGC 346,O9 V,2006A&A...456..623E,O,9.0,V,13.67,1989AJ.....98.1305M,14.67,1989AJ.....98.1305M,14.91,1989AJ.....98.1305M,-0.27,2006A&A...457..637M,0.03,Derived from (B-V)0,36200.0,2006A&A...456.1131M,4.07,2006A&A...456.1131M,4.90,2006A&A...456.1131M,7.20,2006A&A...456.1131M,22.6,2006A&A...456.1131M,138.0,2006A&A...456.1131M,2816.0,2006A&A...456.1131M,1.25e-07,2006A&A...456.1131M,False,None
NGC346 ELS 31,Cl* NGC 346 ELS 031,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+031,Mid O Dwarf,Gaia DR2 4690518532557434496,14.975266178567574,-72.075399550957513,2015.5,SMC,NGC 346,O8 Vz,2006A&A...456..623E,O,8.0,V,13.65,2002ApJS..141...81M,14.74,2002ApJS..141...81M,14.96,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.05,Derived from (B-V)0,37200.0,2013A&A...555A...1B,4.00,2013A&A...555A...1B,4.95,2013A&A...555A...1B,7.20,"Derived from L,Teff",23.2,2013A&A...555A...1B,25.0,2013A&A...555A...1B,1540.0,2013A&A...555A...1B,6.00e-10,2013A&A...555A...1B,False,None
AV 238,AzV 238,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+238,Late O Giant,Gaia DR2 4690503792227414400,14.981290244105574,-72.227166881547475,2015.5,SMC,None,O9.5 III,2000PASP..112.1243W,O,9.5,III,12.49,2002ApJS..141...81M,13.47,2002ApJS..141...81M,13.64,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.09,Derived from (B-V)0,,None,,None,,None,,None,,None,71.0,2009ApJ...700..844P,1200.0,1996A&A...305..171P,,None,False,None
AV 243,AzV 243,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+243,Mid O Dwarf,Gaia DR2 4685971639713881344,15.028032901214440,-72.788651145443040,2015.5,SMC,None,O6 V,1995PASP..107..104W,O,6.0,V,12.63,2002ApJS..141...81M,13.67,2002ApJS..141...81M,13.84,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.11,Derived from (B-V)0,39600.0,2013A&A...555A...1B,3.90,2013A&A...555A...1B,5.59,2013A&A...555A...1B,13.30,"Derived from L,Teff",41.0,2013A&A...555A...1B,60.0,2013A&A...555A...1B,2000.0,2013A&A...555A...1B,7.90e-08,2013A&A...555A...1B,False,None
AV 242,AzV 242,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+242,Early B Supergiant,Gaia DR2 4690503826587160832,15.028692106991913,-72.232608774162415,2015.5,SMC,None,B0.7 Iaw,1983ApJ...265..716W,B,0.7,I,11.03,1977A&AS...30..261A,11.95,1977A&AS...30..261A,12.06,1977A&AS...30..261A,-0.19,1970A&A.....4..234F,0.08,Derived from (B-V)0,25000.0,2005A&A...434..677T,2.85,2005A&A...434..677T,5.67,2005A&A...434..677T,36.60,2005A&A...434..677T,39.5,2005A&A...434..677T,83.0,2009ApJ...700..844P,950.0,2004ApJ...607..451E,8.40e-07,2005A&A...434..677T,False,None
AV 251,AzV 251,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+251,Mid O Dwarf,Gaia DR2 4685990705007783168,15.092318413981461,-72.513542215616198,2015.5,SMC,None,O7.5 V,2016ApJ...817..113L,O,7.5,V,13.32,2002ApJS..141...81M,14.34,2002ApJS..141...81M,14.52,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.09,Derived from (B-V)0,33100.0,2018ApJ...868...57C,,None,4.89,2018ApJ...868...57C,8.50,"Derived from L,Teff",,None,,None,,None,,None,False,None
AV 255,AzV255,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV255,Late O Dwarf,Gaia DR2 4690594639373608832,15.175324980025504,-71.520075636504970,2015.5,SMC,None,O8 V,1995ApJ...438..188M,O,8.0,V,11.58,1977A&AS...30..261A,12.59,1977A&AS...30..261A,12.78,1977A&AS...30..261A,-0.27,2006A&A...457..637M,0.08,Derived from (B-V)0,,None,,None,,None,,None,,None,188.0,2009ApJ...700..844P,,None,,None,False,None
AV 261,AzV 261,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+261,Early B Supergiant,Gaia DR2 4687491164738701056,15.244675424183390,-72.513959819660712,2015.5,SMC,None,B2 Ibe,2004MNRAS.353..601E,B,2.0,I,12.90,2002ApJS..141...81M,13.81,2002ApJS..141...81M,13.88,2002ApJS..141...81M,-0.16,1970A&A.....4..234F,0.09,Derived from (B-V)0,,None,,None,,None,,None,,None,87.0,2009ApJ...700..844P,,None,,None,False,None
AV 264,AzV 264,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+264,Early B Supergiant,Gaia DR2 4690520387983090432,15.282358778611156,-71.999667639487413,2015.5,SMC,None,B1 Ia,1997A&A...317..871L,B,1.0,I,11.33,1977A&AS...30..261A,12.24,1977A&AS...30..261A,12.37,1977A&AS...30..261A,-0.19,1970A&A.....4..234F,0.06,Derived from (B-V)0,22500.0,2005A&A...434..677T,2.55,2005A&A...434..677T,5.44,2005A&A...434..677T,34.80,2005A&A...434..677T,29.0,2005A&A...434..677T,85.0,2005A&A...434..677T,600.0,2004ApJ...607..451E,2.90e-07,2005A&A...434..677T,False,None
AV 266,AzV 266,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+266,Early B Supergiant,Gaia DR2 4687492298609966464,15.289144276334460,-72.457934322344926,2015.5,SMC,None,B1 I,2016ApJ...817..113L,B,1.0,I,11.47,2002ApJS..141...81M,12.43,2002ApJS..141...81M,12.55,2002ApJS..141...81M,-0.19,1970A&A.....4..234F,0.07,Derived from (B-V)0,18200.0,2018ApJ...868...57C,,None,5.09,2018ApJ...868...57C,35.30,"Derived from L,Teff",,None,61.0,2009ApJ...700..844P,,None,,None,False,None
AV 267,AzV 267,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+267,Late O Dwarf,Gaia DR2 4690507022042458624,15.315394162306683,-72.109830211575201,2015.5,SMC,None,O8 V,2016ApJ...817..113L,O,8.0,V,13.53,2002ApJS..141...81M,14.58,2002ApJS..141...81M,14.84,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.01,Derived from (B-V)0,35700.0,2013A&A...555A...1B,4.04,2013A&A...555A...1B,4.90,2013A&A...555A...1B,7.40,"Derived from L,Teff",21.5,2013A&A...555A...1B,220.0,2013A&A...555A...1B,1250.0,2013A&A...555A...1B,2.50e-09,2013A&A...555A...1B,False,None
AV 296,AzV 296,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+296,Mid O Dwarf,Gaia DR2 4690501661923520768,15.536044298368902,-72.222230576247597,2015.5,SMC,None,O7.5 V((f)),2004ApJ...608.1001M,O,7.5,V,13.05,2002ApJS..141...81M,14.07,2002ApJS..141...81M,14.26,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.09,Derived from (B-V)0,35000.0,2004ApJ...608.1001M,3.50,2004ApJ...608.1001M,5.30,2004ApJ...608.1001M,11.90,2004ApJ...608.1001M,16.0,2004ApJ...608.1001M,,None,2000.0,2004ApJ...608.1001M,5.00e-07,2004ApJ...608.1001M,False,None
AV 304,AzV 304,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+304,Early B Dwarf,Gaia DR2 4687474122305879424,15.589519237385362,-72.654057152146464,2015.5,SMC,None,B0.5 V,1982PASP...94...31C,B,0.5,V,13.74,2002ApJS..141...81M,14.66,2002ApJS..141...81M,14.77,2002ApJS..141...81M,-0.28,1970A&A.....4..234F,0.17,Derived from (B-V)0,27500.0,2005A&A...436..687H,3.90,2005A&A...436..687H,,None,,None,,None,11.0,2003A&A...400...21R,,None,,None,False,None
AV 307,AzV 307,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+307,Late O Giant,Gaia DR2 4687473911837161344,15.634098880921712,-72.661830206510913,2015.5,SMC,None,O9 III,1987AJ.....93.1070G,O,9.0,III,12.82,2002ApJS..141...81M,13.80,2002ApJS..141...81M,13.96,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.10,2021A&A...647A.134B,30000.0,2021A&A...647A.134B,3.50,2021A&A...647A.134B,5.15,2021A&A...647A.134B,13.90,"Derived from L,Teff",22.5,2021A&A...647A.134B,60.0,2021A&A...647A.134B,1300.0,2021A&A...647A.134B,4.80e-09,2021A&A...647A.134B,False,None
AV 314,AzV 314,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+314,Mid B Supergiant,Gaia DR2 4687498277203924608,15.702097351421230,-72.279279470797817,2015.5,SMC,None,B5 Iab,1997A&A...317..871L,B,5.0,I,11.98,2002ApJS..141...81M,12.77,2002ApJS..141...81M,12.87,2002ApJS..141...81M,-0.10,1970A&A.....4..234F,0.00,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
AV 321,AzV 321,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+321,Early B Giant,Gaia DR2 4690508980549304704,15.737851654761075,-72.135870267871226,2015.5,SMC,None,O9 IInp,2010AJ....139.1283W,O,9.0,II,12.54,2002ApJS..141...81M,13.57,2002ApJS..141...81M,13.76,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.07,Derived from (B-V)0,,None,,None,,None,,None,,None,357.0,2009ApJ...700..844P,,None,,None,False,None
AV 324,AzV 324,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+324,Early B Supergiant,Gaia DR2 4690507881037706112,15.763445375574133,-72.187742271245384,2015.5,SMC,None,B4 Iab,1997AJ....114.1951S,B,4.0,I,12.11,2002ApJS..141...81M,12.79,2002ApJS..141...81M,12.84,2002ApJS..141...81M,-0.13,1970A&A.....4..234F,0.08,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
AV 326,AzV 326,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+326,Early B Subgiant,Gaia DR2 4687481750167305472,15.788632622590614,-72.432539049165413,2015.5,SMC,None,O9 V,1995ApJ...438..188M,O,9.0,V,12.84,2002ApJS..141...81M,13.80,2002ApJS..141...81M,13.92,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.14,Derived from (B-V)0,32400.0,2013A&A...555A...1B,4.03,2013A&A...555A...1B,4.81,2013A&A...555A...1B,8.10,"Derived from L,Teff",18.8,2013A&A...555A...1B,200.0,2013A&A...555A...1B,1250.0,2013A&A...555A...1B,7.10e-10,2013A&A...555A...1B,False,None
AV 327,AzV 327,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+327,Late O Bright Giant,Gaia DR2 4690512691400904448,15.793960024919803,-72.037320662377169,2015.5,SMC,None,O9.5 II-Ibw,2000PASP..112.1243W,O,9.5,II,11.83,2002ApJS..141...81M,12.87,2002ApJS..141...81M,13.03,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.06,2021A&A...647A.134B,30000.0,2021A&A...647A.134B,3.12,2021A&A...647A.134B,5.54,2021A&A...647A.134B,21.80,"Derived from L,Teff",22.8,2021A&A...647A.134B,95.0,2021A&A...647A.134B,1500.0,2021A&A...647A.134B,1.30e-07,2021A&A...647A.134B,False,None
AV 332,SK 108,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+108,WN Binary,Gaia DR2 4690509113669470592,15.855128882708431,-72.112187818353192,2015.5,SMC,None,WN3:h + O5.5 V + O5.5 I(f) + O7.5 V,2018A&A...616A.103S,WN,3.0,none,11.11,1977A&AS...30..261A,12.14,1977A&AS...30..261A,12.37,1977A&AS...30..261A,,None,0.08,2018A&A...616A.103S,80000.0,2018A&A...616A.103S,,None,5.87,2018A&A...616A.103S,4.70,2018A&A...616A.103S,,None,,None,2000.0,2018A&A...616A.103S,6.30e-06,2018A&A...616A.103S,True,2018A&A...616A.103S
AV 343,AzV 343,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+343,Mid B Supergiant,Gaia DR2 4687427152541020288,15.984169715094636,-72.701745399659586,2015.5,SMC,None,B6 Iab,1997AJ....114.1951S,B,6.0,I,12.32,2002ApJS..141...81M,12.95,2002ApJS..141...81M,12.99,2002ApJS..141...81M,-0.07,1970A&A.....4..234F,0.03,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
AV 362,AzV 362,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+362,Early B Supergiant,Gaia DR2 4687507584364583040,16.205633001990044,-72.106045665506173,2015.5,SMC,None,B3 Ia,1997A&A...317..871L,B,3.0,I,10.58,1977A&AS...30..261A,11.34,1977A&AS...30..261A,11.36,1977A&AS...30..261A,-0.13,1970A&A.....4..234F,0.11,Derived from (B-V)0,14000.0,2004A&A...417..217T,1.70,2004A&A...417..217T,5.50,2004A&A...417..217T,96.00,2004A&A...417..217T,30.0,2004A&A...417..217T,51.0,2004A&A...417..217T,270.0,2004A&A...417..217T,8.00e-07,2004A&A...417..217T,False,None
AV 372,AzV 372,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+372,Late O Supergiant,Gaia DR2 4687411518857964032,16.232261622719275,-72.780045691752832,2015.5,SMC,None,O9.5 Iabw,2002ApJS..141..443W,O,9.5,I,11.41,2002ApJS..141...81M,12.44,2002ApJS..141...81M,12.59,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.11,Derived from (B-V)0,28000.0,2004ApJ...610.1021E,3.10,2004ApJ...610.1021E,5.62,2004ApJ...610.1021E,27.50,2004ApJ...610.1021E,,None,120.0,2004ApJ...610.1021E,1550.0,2004ApJ...610.1021E,1.00e-06,2004ApJ...610.1021E,False,None
AV 374,AzV 374,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+374,Early B Supergiant,Gaia DR2 4687483880472767872,16.257774997739592,-72.448279242552445,2015.5,SMC,None,B2 Ib,1997A&A...317..871L,B,2.0,I,12.04,2002ApJS..141...81M,12.91,2002ApJS..141...81M,13.04,2002ApJS..141...81M,-0.16,1970A&A.....4..234F,0.03,Derived from (B-V)0,18500.0,2005A&A...434.1125D,2.50,2005A&A...434.1125D,,None,,None,,None,47.0,2006A&A...451..603D,,None,,None,False,None
AV 377,AzV 377,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+377,Mid O Dwarf,Gaia DR2 4687411209620332672,16.280770242984318,-72.805203963087806,2015.5,SMC,None,O5 V((f)),2004MNRAS.353..601E,O,5.0,V,13.19,2002ApJS..141...81M,14.25,2002ApJS..141...81M,14.45,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.08,Derived from (B-V)0,45500.0,2004ApJ...608.1001M,4.00,2004ApJ...608.1001M,5.54,2004ApJ...608.1001M,9.10,2004ApJ...608.1001M,45.0,2005ApJ...627..477M,,None,2350.0,2004ApJ...608.1001M,1.00e-07,2004ApJ...608.1001M,False,None
AV 388,AzV 388,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+388,Early O Dwarf,Gaia DR2 4687482643522255744,16.414721550963790,-72.490821739490755,2015.5,SMC,None,O4 V,1987AJ.....93.1070G,O,4.0,V,12.81,2002ApJS..141...81M,13.88,2002ApJS..141...81M,14.09,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.07,Derived from (B-V)0,43100.0,2013A&A...555A...1B,4.01,2013A&A...555A...1B,5.54,2013A&A...555A...1B,10.60,"Derived from L,Teff",42.0,2013A&A...555A...1B,150.0,2013A&A...555A...1B,2100.0,2013A&A...555A...1B,1.00e-07,2013A&A...555A...1B,False,None
AV 393,SK 124,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+124,Early B Supergiant,Gaia DR2 4687488965713758336,16.484677283144304,-72.329105657669601,2015.5,SMC,None,B1.5 Ia,1987AJ.....93.1070G,B,1.5,I,10.55,1977A&AS...30..261A,11.41,1977A&AS...30..261A,11.43,1977A&AS...30..261A,-0.18,1970A&A.....4..234F,0.16,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
AV 410,AzV 410,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+410,Early B Giant,Gaia DR2 4687530747148633216,16.687891948918381,-72.056850524730663,2015.5,SMC,None,B0 III,1987AJ.....93.1070G,B,0.0,III,12.11,2002ApJS..141...81M,13.06,2002ApJS..141...81M,13.21,2002ApJS..141...81M,-0.30,1970A&A.....4..234F,0.15,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
2dFS 2266,2dFS 2266,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+2266,Mid O Bright Giant,Gaia DR2 4687513876517417856,16.809475924496883,-72.229869879941077,2015.5,SMC,None,OC7 II(f),2004MNRAS.353..601E,O,7.0,II,13.83,2002ApJS..141...81M,14.91,2002ApJS..141...81M,15.16,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.02,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
AV 423,AzV 423,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+423,Late O Bright Giant,Gaia DR2 4687226079343204736,16.918302438749052,-72.850022778530757,2015.5,SMC,None,O9.5 II(n),2002ApJS..141..443W,O,9.5,II,12.08,2002ApJS..141...81M,13.08,2002ApJS..141...81M,13.25,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.09,Derived from (B-V)0,28200.0,2018ApJ...868...57C,,None,5.34,2018ApJ...868...57C,19.60,"Derived from L,Teff",,None,163.0,2009ApJ...700..844P,,None,,None,False,None
AV 435,AzV 435,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+435,Early O Dwarf,Gaia DR2 4687529613277122560,17.074616528345974,-71.998440566472325,2015.5,SMC,None,O3 V((f*)),2005ApJ...627..477M,O,3.0,V,12.96,2002ApJS..141...81M,13.94,2002ApJS..141...81M,14.00,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.22,Derived from (B-V)0,46000.0,2012A&A...543A..95R,3.90,2012A&A...543A..95R,5.88,2012A&A...543A..95R,13.80,2012A&A...543A..95R,,None,110.0,2012A&A...543A..95R,1500.0,2012A&A...543A..95R,2.10e-07,2012A&A...543A..95R,False,None
AV 440,AzV 440,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+440,Mid O Giant,Gaia DR2 4687534389280585088,17.233431202013378,-71.879642629012721,2015.5,SMC,None,O8 V,2005ApJ...627..477M,O,8.0,V,13.30,2002ApJS..141...81M,14.30,2002ApJS..141...81M,14.48,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.09,Derived from (B-V)0,37000.0,2005ApJ...627..477M,4.00,2005ApJ...627..477M,5.28,2005ApJ...627..477M,10.60,2005ApJ...627..477M,42.0,2005ApJ...627..477M,62.0,2009ApJ...700..844P,1300.0,2005ApJ...627..477M,1.00e-07,2005ApJ...627..477M,False,None
AV 445,AzV 445,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+445,Mid B Supergiant,Gaia DR2 4687457625308011776,17.315910792409142,-72.420596451677781,2015.5,SMC,None,B5 Iab,1997A&A...317..871L,B,5.0,I,11.90,2002ApJS..141...81M,12.65,2002ApJS..141...81M,12.71,2002ApJS..141...81M,-0.09,1970A&A.....4..234F,0.03,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
2dFS 2553,2dFS 2553,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+2553,Mid O Giant,Gaia DR2 4687154611082066304,17.341468774790886,-73.261648730237653,2015.5,SMC,None,O6.5 III((f))e_2_,2016ApJ...817..113L,O,6.5,III,13.82,2002ApJS..141...81M,14.82,2002ApJS..141...81M,14.95,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.14,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,False,None
AV 446,AzV 446,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+446,Mid O Dwarf,Gaia DR2 4687202920878091008,17.355963213799775,-73.158312760380880,2015.5,SMC,None,O6.5 V,1987AJ.....93.1070G,O,6.5,V,13.29,2002ApJS..141...81M,14.35,2002ApJS..141...81M,14.59,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.03,Derived from (B-V)0,39700.0,2013A&A...555A...1B,4.00,2013A&A...555A...1B,5.25,2013A&A...555A...1B,8.90,"Derived from L,Teff",30.0,2013A&A...555A...1B,30.0,2013A&A...555A...1B,1400.0,2013A&A...555A...1B,4.00e-09,2005ApJ...627..477M,False,None
