dataset_name,observatory,instrument,proposid,detector,grating,filter,cenwave,aperture,lifetime_pos,obs_date_mjd,obs_date_isot,target_name,target_name_hlsp,coadd,exp_timeseries,subexp_timeseries,drizzled,custom_cal,star_region,ullyses_obs,archival_obs,qual_comm
lbq407x2q,HST,COS,12587,FUV,G140L,N/A,1105,PSA,1,56127.61758,2012-07-19T14:49:19.238,IC1613-010501-021041,IC1613-BUG-A10,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq401hwq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56135.74211,2012-07-27T17:48:38.214,IC1613-010506-021043,IC1613-BUG-A13,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq401hzq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56135.78269,2012-07-27T18:47:04.230,IC1613-010506-021043,IC1613-BUG-A13,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq401i1q,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56135.79779,2012-07-27T19:08:49.254,IC1613-010506-021043,IC1613-BUG-A13,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq401i6q,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56135.84918,2012-07-27T20:22:49.222,IC1613-010506-021043,IC1613-BUG-A13,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq401ieq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56135.91619,2012-07-27T21:59:19.238,IC1613-010506-021043,IC1613-BUG-A13,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq401ilq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56135.9313,2012-07-27T22:21:04.230,IC1613-010506-021043,IC1613-BUG-A13,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lc1q01uqq,HST,COS,12867,FUV,G130M,N/A,1291,PSA,2,56448.8315,2013-06-05T19:57:21.909,IC1613-A13,IC1613-BUG-A13,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lc1q01usq,HST,COS,12867,FUV,G130M,N/A,1327,PSA,2,56448.8864,2013-06-05T21:16:24.917,IC1613-A13,IC1613-BUG-A13,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lc1q02kdq,HST,COS,12867,FUV,G160M,N/A,1577,PSA,2,56458.93403,2013-06-15T22:24:59.925,IC1613-A13,IC1613-BUG-A13,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lc1q02kgq,HST,COS,12867,FUV,G160M,N/A,1589,PSA,2,56458.98746,2013-06-15T23:41:56.917,IC1613-A13,IC1613-BUG-A13,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lc1q02l9q,HST,COS,12867,FUV,G160M,N/A,1611,PSA,2,56459.05402,2013-06-16T01:17:46.901,IC1613-A13,IC1613-BUG-A13,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lc1q02mfq,HST,COS,12867,FUV,G160M,N/A,1623,PSA,2,56459.1223,2013-06-16T02:56:06.933,IC1613-A13,IC1613-BUG-A13,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s02i1q,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,58805.76507,2019-11-18T18:21:41.689,IC1613-A13,IC1613-BUG-A13,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s02i3q,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,58805.77588,2019-11-18T18:37:15.705,IC1613-A13,IC1613-BUG-A13,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lc1q03v2q,HST,COS,12867,FUV,G130M,N/A,1291,PSA,2,56557.20814,2013-09-22T04:59:43.102,IC1613-B11,IC1613-BUG-B11,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lc1q03v4q,HST,COS,12867,FUV,G130M,N/A,1327,PSA,2,56557.26335,2013-09-22T06:19:13.118,IC1613-B11,IC1613-BUG-B11,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lc1q04vdq,HST,COS,12867,FUV,G160M,N/A,1577,PSA,2,56557.34222,2013-09-22T08:12:48.126,IC1613-B11,IC1613-BUG-B11,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lc1q04viq,HST,COS,12867,FUV,G160M,N/A,1589,PSA,2,56557.39624,2013-09-22T09:30:35.133,IC1613-B11,IC1613-BUG-B11,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lc1q04vrq,HST,COS,12867,FUV,G160M,N/A,1611,PSA,2,56557.46267,2013-09-22T11:06:15.102,IC1613-B11,IC1613-BUG-B11,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lc1q04w0q,HST,COS,12867,FUV,G160M,N/A,1623,PSA,2,56557.52911,2013-09-22T12:41:55.101,IC1613-B11,IC1613-BUG-B11,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s01n8q,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,58871.23976,2020-01-23T05:45:15.197,IC1613-B11,IC1613-BUG-B11,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s01nyq,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,58871.29842,2020-01-23T07:09:43.229,IC1613-B11,IC1613-BUG-B11,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s01o7q,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,58871.31386,2020-01-23T07:31:57.213,IC1613-B11,IC1613-BUG-B11,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq402cwq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56234.86631,2012-11-03T20:47:29.254,IC1613-010503-021004,IC1613-BUG-B2,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq402cyq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56234.87555,2012-11-03T21:00:47.238,IC1613-010503-021004,IC1613-BUG-B2,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq402d0q,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56234.92302,2012-11-03T22:09:09.254,IC1613-010503-021004,IC1613-BUG-B2,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq402d5q,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56234.93813,2012-11-03T22:30:54.214,IC1613-010503-021004,IC1613-BUG-B2,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq403g7q,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56241.46625,2012-11-10T11:11:24.230,IC1613-010503-021004,IC1613-BUG-B2,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq403g9q,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56241.50564,2012-11-10T12:08:07.238,IC1613-010503-021004,IC1613-BUG-B2,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq403gbq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56241.52074,2012-11-10T12:29:52.230,IC1613-010503-021004,IC1613-BUG-B2,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq403ggq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56241.57214,2012-11-10T13:43:53.222,IC1613-010503-021004,IC1613-BUG-B2,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s05ymq,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59025.75021,2020-06-25T18:00:18.204,IC1613-B2,IC1613-BUG-B2,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s05yoq,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59025.81347,2020-06-25T19:31:24.221,IC1613-B2,IC1613-BUG-B2,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s05yqq,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59025.87968,2020-06-25T21:06:44.221,IC1613-B2,IC1613-BUG-B2,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s05ysq,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59025.89477,2020-06-25T21:28:28.220,IC1613-B2,IC1613-BUG-B2,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s05yuq,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59025.94589,2020-06-25T22:42:05.212,IC1613-B2,IC1613-BUG-B2,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s05ywq,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59025.96133,2020-06-25T23:04:19.196,IC1613-B2,IC1613-BUG-B2,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s06a7q,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59026.07831,2020-06-26T01:52:46.204,IC1613-B2,IC1613-BUG-B2,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s06ahq,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59026.14452,2020-06-26T03:28:06.205,IC1613-B2,IC1613-BUG-B2,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s06asq,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59026.21073,2020-06-26T05:03:27.196,IC1613-B2,IC1613-BUG-B2,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s06z7q,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59026.01505,2020-06-26T00:21:40.221,IC1613-B2,IC1613-BUG-B2,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq408xdq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,1,56127.67739,2012-07-19T16:15:26.214,IC1613-010506-020931,IC1613-BUG-B3,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq408xgq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,1,56127.68907,2012-07-19T16:32:15.238,IC1613-010506-020931,IC1613-BUG-B3,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq408xjq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,1,56127.7355,2012-07-19T17:39:07.238,IC1613-010506-020931,IC1613-BUG-B3,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq408xoq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,1,56127.7506,2012-07-19T18:00:52.230,IC1613-010506-020931,IC1613-BUG-B3,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s03joq,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59009.86574,2020-06-09T20:46:40.220,IC1613-B3,IC1613-BUG-B3,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s03jwq,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59009.92521,2020-06-09T22:12:18.204,IC1613-B3,IC1613-BUG-B3,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s03jyq,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59009.93963,2020-06-09T22:33:04.188,IC1613-B3,IC1613-BUG-B3,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s03k1q,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59009.94374,2020-06-09T22:38:59.196,IC1613-B3,IC1613-BUG-B3,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s03k3q,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59009.94785,2020-06-09T22:44:54.205,IC1613-B3,IC1613-BUG-B3,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s03k5q,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59009.95196,2020-06-09T22:50:49.213,IC1613-B3,IC1613-BUG-B3,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq409leq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,1,56122.9041,2012-07-14T21:41:54.246,IC1613-010460-020916,IC1613-BUG-B4,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq409lgq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,1,56122.94953,2012-07-14T22:47:19.238,IC1613-010460-020916,IC1613-BUG-B4,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq409liq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,1,56122.96463,2012-07-14T23:09:04.230,IC1613-010460-020916,IC1613-BUG-B4,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq409m3q,HST,COS,12587,FUV,G140L,N/A,1105,PSA,1,56123.01861,2012-07-15T00:26:48.230,IC1613-010460-020916,IC1613-BUG-B4,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq406mtq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56242.52994,2012-11-11T12:43:07.206,IC1613-010502-020805,IC1613-BUG-B7,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq406mvq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56242.56947,2012-11-11T13:40:02.214,IC1613-010502-020805,IC1613-BUG-B7,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq406mxq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56242.58457,2012-11-11T14:01:47.238,IC1613-010502-020805,IC1613-BUG-B7,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq406n2q,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56242.63596,2012-11-11T15:15:47.238,IC1613-010502-020805,IC1613-BUG-B7,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
ldhf2aa3q,HST,COS,15156,FUV,G130M,N/A,1291,PSA,4,58445.51094,2018-11-23T12:15:45.019,IC1613-010502-020805,IC1613-BUG-B7,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
ldhf2ayyq,HST,COS,15156,FUV,G130M,N/A,1291,PSA,4,58445.37851,2018-11-23T09:05:03.035,IC1613-010502-020805,IC1613-BUG-B7,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
ldhf2azhq,HST,COS,15156,FUV,G130M,N/A,1291,PSA,4,58445.44472,2018-11-23T10:40:24.027,IC1613-010502-020805,IC1613-BUG-B7,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
ldhf2azjq,HST,COS,15156,FUV,G130M,N/A,1291,PSA,4,58445.46226,2018-11-23T11:05:39.035,IC1613-010502-020805,IC1613-BUG-B7,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
ldhf2bahq,HST,COS,15156,FUV,G160M,N/A,1577,PSA,4,58445.58749,2018-11-23T14:05:59.035,IC1613-010502-020805,IC1613-BUG-B7,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
ldhf2bajq,HST,COS,15156,FUV,G160M,N/A,1577,PSA,4,58445.64336,2018-11-23T15:26:26.043,IC1613-010502-020805,IC1613-BUG-B7,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
ldhf2bamq,HST,COS,15156,FUV,G160M,N/A,1577,PSA,4,58445.70958,2018-11-23T17:01:48.091,IC1613-010502-020805,IC1613-BUG-B7,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
ldhf2bb2q,HST,COS,15156,FUV,G160M,N/A,1577,PSA,4,58445.7758,2018-11-23T18:37:09.019,IC1613-010502-020805,IC1613-BUG-B7,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
ldhf1ay9q,HST,COS,15156,FUV,G130M,N/A,1291,PSA,4,58466.3774,2018-12-14T09:03:27.035,IC1613-C10,IC1613-BUG-C10,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
ldhf1ayeq,HST,COS,15156,FUV,G130M,N/A,1291,PSA,4,58466.45249,2018-12-14T10:51:35.035,IC1613-C10,IC1613-BUG-C10,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
ldhf1aygq,HST,COS,15156,FUV,G130M,N/A,1291,PSA,4,58466.50163,2018-12-14T12:02:21.019,IC1613-C10,IC1613-BUG-C10,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
ldhf1bchq,HST,COS,15156,FUV,G160M,N/A,1577,PSA,4,58447.57455,2018-11-25T13:47:21.019,IC1613-C10,IC1613-BUG-C10,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
ldhf1bf7q,HST,COS,15156,FUV,G160M,N/A,1577,PSA,4,58447.6961,2018-11-25T16:42:23.036,IC1613-C10,IC1613-BUG-C10,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
ldhf1bfeq,HST,COS,15156,FUV,G160M,N/A,1577,PSA,4,58447.76232,2018-11-25T18:17:44.027,IC1613-C10,IC1613-BUG-C10,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
ldhf5cd9q,HST,COS,15156,FUV,G160M,N/A,1577,PSA,4,58476.3773,2018-12-24T09:03:19.035,IC1613-C10,IC1613-BUG-C10,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s10a1q,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59019.20971,2020-06-19T05:01:59.196,IC1613-61331,IC1613-GHV-STAR-61331,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s10xbq,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59018.86776,2020-06-18T20:49:34.205,IC1613-61331,IC1613-GHV-STAR-61331,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s10xdq,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59018.92779,2020-06-18T22:16:01.212,IC1613-61331,IC1613-GHV-STAR-61331,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s10xlq,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59018.99477,2020-06-18T23:52:28.220,IC1613-61331,IC1613-GHV-STAR-61331,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s10z4q,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59019.06347,2020-06-19T01:31:24.221,IC1613-61331,IC1613-GHV-STAR-61331,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s10zkq,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59019.13314,2020-06-19T03:11:43.197,IC1613-61331,IC1613-GHV-STAR-61331,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s10znq,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59019.14141,2020-06-19T03:23:38.205,IC1613-61331,IC1613-GHV-STAR-61331,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s10zxq,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59019.20018,2020-06-19T04:48:15.197,IC1613-61331,IC1613-GHV-STAR-61331,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq404ioq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56248.49761,2012-11-17T11:56:33.222,IC1613-010501-020849,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq404iqq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56248.50684,2012-11-17T12:09:51.238,IC1613-010501-020849,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq404isq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56248.55282,2012-11-17T13:16:03.238,IC1613-010501-020849,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq404ixq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56248.56792,2012-11-17T13:37:48.230,IC1613-010501-020849,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq404j5q,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56248.61981,2012-11-17T14:52:31.238,IC1613-010501-020849,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq404jaq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56248.63491,2012-11-17T15:14:16.230,IC1613-010501-020849,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq404jiq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56248.68617,2012-11-17T16:28:05.222,IC1613-010501-020849,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq404jnq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56248.70128,2012-11-17T16:49:50.246,IC1613-010501-020849,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq404jvq,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56248.75225,2012-11-17T18:03:14.246,IC1613-010501-020849,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
lbq404k0q,HST,COS,12587,FUV,G140L,N/A,1105,PSA,2,56248.76735,2012-11-17T18:24:59.238,IC1613-010501-020849,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s07fnq,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59027.14352,2020-06-27T03:26:40.220,IC1613-62024,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s07fxq,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59027.20383,2020-06-27T04:53:31.196,IC1613-62024,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s07g4q,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59027.27004,2020-06-27T06:28:51.197,IC1613-62024,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s07g6q,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59027.33624,2020-06-27T08:04:11.228,IC1613-62024,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s07g8q,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59027.35168,2020-06-27T08:26:25.212,IC1613-62024,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s08l4q,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59031.77741,2020-07-01T18:39:28.221,IC1613-62024,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s08lhq,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59031.83793,2020-07-01T20:06:37.212,IC1613-62024,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s08loq,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59031.90412,2020-07-01T21:41:56.220,IC1613-62024,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s08meq,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59031.97033,2020-07-01T23:17:16.221,IC1613-62024,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s08mgq,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59031.98577,2020-07-01T23:39:30.205,IC1613-62024,IC1613-GHV-STAR-62024,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s04elq,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59020.1224,2020-06-20T02:56:15.229,IC1613-64066,IC1613-GHV-STAR-64066,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s04enq,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59020.12942,2020-06-20T03:06:22.204,IC1613-64066,IC1613-GHV-STAR-64066,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s04epq,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59020.13538,2020-06-20T03:14:57.213,IC1613-64066,IC1613-GHV-STAR-64066,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s04erq,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59020.14135,2020-06-20T03:23:32.221,IC1613-64066,IC1613-GHV-STAR-64066,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s04etq,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59020.18975,2020-06-20T04:33:14.205,IC1613-64066,IC1613-GHV-STAR-64066,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s24cbq,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59061.83578,2020-07-31T20:03:31.229,IC1613-64066,IC1613-GHV-STAR-64066,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s24cdq,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59061.89474,2020-07-31T21:28:25.213,IC1613-64066,IC1613-GHV-STAR-64066,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s24cfq,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59061.90301,2020-07-31T21:40:20.220,IC1613-64066,IC1613-GHV-STAR-64066,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s24chq,HST,COS,15880,FUV,G130M,N/A,1291,PSA,4,59061.96508,2020-07-31T23:09:43.228,IC1613-64066,IC1613-GHV-STAR-64066,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s24cjq,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59061.97211,2020-07-31T23:19:50.205,IC1613-64066,IC1613-GHV-STAR-64066,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s24clq,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59061.9778,2020-07-31T23:28:02.204,IC1613-64066,IC1613-GHV-STAR-64066,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
le4s24cnq,HST,COS,15880,FUV,G130M,N/A,1309,PSA,3,59061.9835,2020-07-31T23:36:14.205,IC1613-64066,IC1613-GHV-STAR-64066,TRUE,FALSE,FALSE,FALSE,,IC 1613,FALSE,TRUE,
